"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District","Action"
"214","BEGUNAH","TELURD/2014/56509","13-08-2014","Urdu","Daily","SYED IKRAMULLAH HUSSAINI","SYED IKRAMULLAH HUSSAINI","Telangana","Hyderabad","View        registration details for BEGUNAH (TELURD/2014/56509)"
"215","BEST VOICE","TELTEL/2016/68994","18-10-2016","Telugu","Daily","D.N. CH. ESWARAIAH","D.N.CH. ESWARAIAH","Telangana","Hyderabad","View        registration details for BEST VOICE (TELTEL/2016/68994)"
"216","Beyond Noise","TGENG/26/A3270","07-05-2026","English","Monthly","Sireesh Kondra","Sireesh Kondra","Telangana","Medchal Malkajgiri","View        registration details for Beyond Noise (TGENG/26/A3270)"
"217","BHAARATHEEYA VELUGU","TGTEL/26/A0320","14-01-2026","Telugu","Daily","GUNNALA LAVANYA","GUNNALA LAVANYA","Telangana","Rangareddy","View        registration details for BHAARATHEEYA VELUGU (TGTEL/26/A0320)"
"218","BHADRADRI NEWS","TELTEL/2017/74206","18-12-2017","Telugu","Weekly","CHENGAPONGU SAIDULU","CHENGAPONGU SAIDULU","Telangana","Khammam","View        registration details for BHADRADRI NEWS (TELTEL/2017/74206)"
"219","BHADRADRI NEWS","TELTEL/2023/90682","30-04-2025","TELUGU","Daily","CHENGAPONGU SAIDULU","CHENGAPONGU SAIDULU","Telangana","","View        registration details for BHADRADRI NEWS (TELTEL/2023/90682)"
"220","BHAGYA NAGAR OBSERVER","44808","31-07-1985","Urdu","Daily","MIR RAZA ALI","MIR RAZA ALI","Telangana","Hyderabad","View        registration details for BHAGYA NAGAR OBSERVER (44808)"
"221","BHAGYA NAGAR VOICE","TELTEL/2023/90288","06-12-2024","TELUGU","Daily","G. BHAGYA LAKSHMI","G.BHAGYA LAKSHMI","Telangana","Hyderabad","View        registration details for BHAGYA NAGAR VOICE (TELTEL/2023/90288)"
"222","BHAGYA SEEMA","38962","21-09-1981","Urdu","Weekly","R. ARJUN KUMAR","R. ARJUN KUMAR","Telangana","Hyderabad","View        registration details for BHAGYA SEEMA (38962)"
"223","BHAGYANAGAR JYOTHI","TELHIN/2014/59619","16-01-2015","Hindi","Daily","MOHAMMED LAIEQ AKHTAR","MOHAMMED LAIEQ AKHTAR","Telangana","Hyderabad","View        registration details for BHAGYANAGAR JYOTHI (TELHIN/2014/59619)"
"224","BHAGYANAGAR POST","TELTEL/2015/62857","23-06-2015","Telugu","Monthly","VEERA RAGHAVA REDDY MALYALA","VEERA RAGHAVA REDDY MALYALA","Telangana","Rangareddy","View        registration details for BHAGYANAGAR POST (TELTEL/2015/62857)"
"225","BHAGYANAGAR SAYAMKALA PATRIKA","52955","25-08-1994","Telugu","Daily","RAYUDU V.V.S.","RAYUDU V.V.S.","Telangana","Hyderabad","View        registration details for BHAGYANAGAR SAYAMKALA PATRIKA (52955)"
"226","BHAGYANAGAR TIMES","37770","13-08-1981","Urdu","Weekly","HAFIZ YOUSUF ZOHRI","HAFIZ YOUSUF ZOHRI","Telangana","Hyderabad","View        registration details for BHAGYANAGAR TIMES (37770)"
"227","BHAGYANAGAR TIMES","37769","01-10-1981","Urdu","Daily","MD. ALI HASHMATH","MD. ALI HASHMATH","Telangana","Hyderabad","View        registration details for BHAGYANAGAR TIMES (37769)"
"228","BHAKTHI NEWS","TELTEL/2016/71066","05-04-2017","Telugu","Monthly","M. PREM KUMAR REDDY","M P R MEDIA PUBLICATIONS","Telangana","Karimnagar","View        registration details for BHAKTHI NEWS (TELTEL/2016/71066)"
"229","BHAKTI PATRIKA","TELTEL/2015/66688","12-04-2016","Telugu","Monthly","T. RAMADEVI","RACHANA TELEVISION PVT.LTD","Telangana","Hyderabad","View        registration details for BHAKTI PATRIKA (TELTEL/2015/66688)"
"230","BHAKTI SAMACHARAM","TELTEL/2016/71482","27-04-2017","Telugu","Monthly","MUDUGANTI PREM KUMAR REDDY","M PREM KUMAR REDDY","Telangana","Karimnagar","View        registration details for BHAKTI SAMACHARAM (TELTEL/2016/71482)"
"231","Bharat Darpan Mirror of India","TGTEL/26/A2899","29-04-2026","Telugu","Daily","Tanakanti Ramanjaneyulu","Tanakanti Ramanjaneyulu","Telangana","Rangareddy","View        registration details for Bharat Darpan Mirror of India (TGTEL/26/A2899)"
"232","BHARAT KA NAYA KHADAM","52951","19-09-1986","Urdu","Weekly","ABID FAROOQUI","ABID FAROOQUI","Telangana","Hyderabad","View        registration details for BHARAT KA NAYA KHADAM (52951)"
"233","BHARAT KI TARAQQI","52837","13-10-1992","Urdu","Weekly","SHABAZ AHMED KHAN","SHABAZ AHMED KHAN","Telangana","Hyderabad","View        registration details for BHARAT KI TARAQQI (52837)"
"234","Bharat Spectrum","TGTEL/26/A1879","23-03-2026","Telugu","Daily","Mohammad Abdul Muqeem","Mohammad Abdul Muqeem","Telangana","Nizamabad","View        registration details for Bharat Spectrum (TGTEL/26/A1879)"
"235","BHARATA MITRAM","TELTEL/2019/77514","10-06-2019","Telugu","Fortnightly","FR. KASPAR CHATLA","THE DIOCESE OF GUNTUR SOCIETY","Telangana","Hyderabad","View        registration details for BHARATA MITRAM (TELTEL/2019/77514)"
"236","BHARATH SIMHA","TGTEL/25/A0257","19-05-2025","Telugu","Daily","Beeraiah Enakapally","Beeraiah Enakapally","Telangana","Siddipet","View        registration details for BHARATH SIMHA (TGTEL/25/A0257)"
"237","BHARATHA RUSHIPEETHAM","TELBIL/2013/53574","31-07-2014","English, Telugu","Monthly","SAMAVEDAM VENKATA SHANMUKHA SARMA","RUSHIPEETAM CHARITABLE TRUST","Telangana","Medchal Malkajgiri","View        registration details for BHARATHA RUSHIPEETHAM (TELBIL/2013/53574)"
"238","BHARATHA SAKTHI","APTEL/2006/17880","03-11-2006","Telugu","Daily","KESARAM PENTA REDDY","M/S. VARALAXMI PUBLICATIONS  PVT. LTD.","Telangana","Hyderabad","View        registration details for BHARATHA SAKTHI (APTEL/2006/17880)"
"239","BHARATIYA YATRA DARSHINI","TELTEL/2016/71275","18-04-2017","Telugu","Monthly","R.V. RAMANA","R.V.RAMANA","Telangana","Hyderabad","View        registration details for BHARATIYA YATRA DARSHINI (TELTEL/2016/71275)"
"240","BHASKARA VANI","TELHIN/2015/60911","20-03-2015","Hindi","Daily","KANDI SURYANARAYANA","KANDI SURYANARAYANA","Telangana","Nalgonda","View        registration details for BHASKARA VANI (TELHIN/2015/60911)"
"241","BHAVA SWETCHA","TELTEL/2014/58731","05-12-2014","Telugu","Monthly","K. SREENIVAS REDDY","K. SREENIVAS REDDY","Telangana","Hyderabad","View        registration details for BHAVA SWETCHA (TELTEL/2014/58731)"
"242","BHAVA THARANGAM","TGTEL/26/A1848","23-03-2026","Telugu","Daily","Kyatham Satheesh Kumar","Kyatham Satheesh Kumar","Telangana","Jayashankar Bhupalapally","View        registration details for BHAVA THARANGAM (TGTEL/26/A1848)"
"243","Bhavishyat Praja Palana","TGTEL/26/A0153","01-01-2026","Telugu","Daily","CHITLA DIVYA","CHITLA DIVYA","Telangana","Rangareddy","View        registration details for Bhavishyat Praja Palana (TGTEL/26/A0153)"
"244","bhavitharala margadarsi","TGTEL/25/A4431","28-11-2025","Telugu","Daily","MUSIPATLA DEVENDER","MUSIPATLA DEVENDER","Telangana","Jagitial","View        registration details for bhavitharala margadarsi (TGTEL/25/A4431)"
"245","BHOO VISION","TELTEL/2022/85007","14-06-2023","Telugu","Fortnightly","Y.JAGAN MOHAN RAO","Y.JAGAN MOHAN RAO","Telangana","Hyderabad","View        registration details for BHOO VISION (TELTEL/2022/85007)"
"246","BHOOMIKA","APTEL/2001/05362","31-01-2001","Telugu","Fortnightly","KORIMI VENKATASWAMY","KORIMI VENKATASWAMY","Telangana","Karimnagar","View        registration details for BHOOMIKA (APTEL/2001/05362)"
"247","BHUPATHI TIMES","APTEL/2003/10323","28-05-2003","Telugu","Daily","BHUPATHI RAJU","BHUPATHI RAJU","Telangana","Nalgonda","View        registration details for BHUPATHI TIMES (APTEL/2003/10323)"
"248","Big Class today","TGTEL/26/A0948","10-02-2026","Telugu","Daily","Chintapandu Venkateshwarlu","Chintapandu Venkateshwarlu","Telangana","Medchal Malkajgiri","View        registration details for Big Class today (TGTEL/26/A0948)"
"249","BLIZZARD","64202","30-04-1996","Urdu","Daily","MIRZA ZIA AFANDI","MIRZA ZIA AFANDI","Telangana","Hyderabad","View        registration details for BLIZZARD (64202)"
"250","BONAM TODAY","TELTEL/2015/65006","30-11-2015","Telugu","Monthly","BONALA VENKATA SWAMY","B.VENKATA SWAMY","Telangana","Hyderabad","View        registration details for BONAM TODAY (TELTEL/2015/65006)"
"251","BRAINFEED HIGHER EDUCATION PLUS","TELENG/2018/76430","15-11-2018","English","Monthly","KAKANI VEERA BRAHMAM","KAKANI VEERA BRAHMAM","Telangana","Hyderabad","View        registration details for BRAINFEED HIGHER EDUCATION PLUS (TELENG/2018/76430)"
"252","BRAINFEED JUNIOR","TELENG/2017/74441","15-01-2018","English","Monthly","KAKANI VEERA BRAHMAM","KAKANI VEERA BRAHMAM","Telangana","Hyderabad","View        registration details for BRAINFEED JUNIOR (TELENG/2017/74441)"
"253","BRIGHTER LIFE","TELENG/2013/47898","07-02-2013","English","Monthly","DR. A.V. GURAVA REDDY","SARVEJANA HEALTHCARE PIRVATE LIMITED","Telangana","Hyderabad","View        registration details for BRIGHTER LIFE (TELENG/2013/47898)"
"254","BRINE","TELENG/2013/51414","12-08-2013","English","Daily","AYESHA FATIMA","AYESHA FATIMA","Telangana","Hyderabad","View        registration details for BRINE (TELENG/2013/51414)"
"255","BUNIYADE DECCAN","52794","26-06-1992","Urdu","Daily","SYED NIZAMUDDIN","SYED NIZAMUDDIN","Telangana","Hyderabad","View        registration details for BUNIYADE DECCAN (52794)"
"256","BUSINESS GALAXY","TELENG/2015/64102","08-09-2015","English","Weekly","MOHAMMED YOUSUFUDDIN","MOHAMMED YOUSUFUDDIN","Telangana","Hyderabad","View        registration details for BUSINESS GALAXY (TELENG/2015/64102)"
"257","BUSINESS STANDARD","APENG/2000/01017","02-03-2000","English","Daily","MADDURI RAMESH REDDY","BUSINESS STANDARD LTD","Telangana","Hyderabad","View        registration details for BUSINESS STANDARD (APENG/2000/01017)"
"258","BUSINESSMAN","15751","01-01-1960","English","Monthly","K. SUBRAMANIAM","K. SUBRAMANIAM","Telangana","Hyderabad","View        registration details for BUSINESSMAN (15751)"
"259","C.P.C.VISION","32248","08-01-1979","English","Quarterly","M. KRISHNAIAN","CRUSADORS PRAYER CENTRE, HYDERABAD","Telangana","Hyderabad","View        registration details for C.P.C.VISION (32248)"
"260","CAPITAL INFORMATION","72288","14-09-1999","English","Daily","N. SRINIVAS RAO","N.SRINIVAS RAO","Telangana","Rangareddy","View        registration details for CAPITAL INFORMATION (72288)"
"261","CAREER PRAGATHI","TELBIL/2015/62876","24-06-2015","English, Telugu","Monthly","B. VENKATA SURESHBABA","B. VENKATA SURESH BABA","Telangana","Hyderabad","View        registration details for CAREER PRAGATHI (TELBIL/2015/62876)"
"262","CAW JOURNAL","TELENG/2018/75200","11-05-2018","English","Annual","AIR VICE MARSHAL R. RADHISH","COLLEGE OF AIR WARFARE","Telangana","Hyderabad","View        registration details for CAW JOURNAL (TELENG/2018/75200)"
"263","CHAITANYA MAANAVI","TELTEL/2006/20000","31-05-2007","Telugu","Monthly","D. RAMA DEVI","AIDWA ANDHRA PRADESH MAHILA SANGAM","Telangana","Hyderabad","View        registration details for CHAITANYA MAANAVI (TELTEL/2006/20000)"
"264","CHAITANYA SPHOORTHI JAATIYA TELUGU DINA PATRIKA","APTEL/2006/18226","03-01-2007","Telugu","Daily","K. SHARATH CHANDRA","RAGHUNANDAN PUJARI","Telangana","Medak","View        registration details for CHAITANYA SPHOORTHI JAATIYA TELUGU DINA PATRIKA (APTEL/2006/18226)"
"265","CHAITANYAM SANKALPA BALAM","TELTEL/2011/39497","08-11-2011","Telugu","Monthly","T. SHANTI","T. SHANTI","Telangana","Hyderabad","View        registration details for CHAITANYAM SANKALPA BALAM (TELTEL/2011/39497)"
"266","CHAITANYASEDYAM","TELTEL/2014/64169","18-09-2015","Telugu","Monthly","ARIBANDI PRASAD RAO","ARIBANDI PRASAD RAO","Telangana","Hyderabad","View        registration details for CHAITANYASEDYAM (TELTEL/2014/64169)"
"267","CHAITHANYA DEEPTHI","TELTEL/2017/72953","14-08-2017","Telugu","Monthly","GODUGU RAJKUMAR","GODUGU RAJ KUMAR","Telangana","Karimnagar","View        registration details for CHAITHANYA DEEPTHI (TELTEL/2017/72953)"
"268","CHAITHANYA KIRANAM","TELBIL/2021/86191","23-01-2024","English, Telugu","Monthly","LEGA JHANSI RANI","LEGA JHANSIRANI","Telangana","Rangareddy","View        registration details for CHAITHANYA KIRANAM (TELBIL/2021/86191)"
"269","CHANDRA NEWS","TELTEL/2015/63304","16-07-2015","Telugu","Monthly","POTHU LATHA","POTHU LATHA","Telangana","Karimnagar","View        registration details for CHANDRA NEWS (TELTEL/2015/63304)"
"270","CHANDRA PRADESH","APTEL/2001/08591","03-10-2001","Telugu","Fortnightly","PALADUGU PARASHU RAM","PALADUGU PARASHU RAM","Telangana","Hyderabad","View        registration details for CHANDRA PRADESH (APTEL/2001/08591)"
"271","CHARCHAA VEDIKA","TELTEL/2022/85760","24-11-2023","Telugu","Monthly","JAKKANAPALLY GANESH","JAKKANAPALLY GANESH","Telangana","Karimnagar","View        registration details for CHARCHAA VEDIKA (TELTEL/2022/85760)"
"272","CHARMINAR DIGITAL TIMES","TELENG/2016/69506","01-12-2016","English","Daily","MIR ASHFAQ ALI","MIR ASHFAQ ALI","Telangana","Hyderabad","View        registration details for CHARMINAR DIGITAL TIMES (TELENG/2016/69506)"
"273","CHARMINAR EXPRESS","TELTEL/2023/88279","02-08-2024","TELUGU","Daily","DASARI NAGARAJU","DASARI NAGARAJU","Telangana","Kamareddy","View        registration details for CHARMINAR EXPRESS (TELTEL/2023/88279)"
"274","CHARMINAR WEEK","TELURD/2014/58512","26-11-2014","Urdu","Weekly","ABDUL KHALEEL","ABDUL KHALEEL","Telangana","Hyderabad","View        registration details for CHARMINAR WEEK (TELURD/2014/58512)"
"275","CHARMINAR WEEK","TELURD/2015/65468","05-01-2016","Urdu","Monthly","ABDUL KHALEEL","ABDUL KHALEEL","Telangana","Hyderabad","View        registration details for CHARMINAR WEEK (TELURD/2015/65468)"
"276","CHARMINAR WEEK","TELURD/2015/64831","18-11-2015","Urdu","Fortnightly","ABDUL KHALEEL","ABDUL KHALEEL","Telangana","Hyderabad","View        registration details for CHARMINAR WEEK (TELURD/2015/64831)"
"277","CHATHADA SRI VAISHNAVA SANGHAM VARTHA","TELTEL/2015/61034","31-03-2015","Telugu","Monthly","ASHWAPURAM VENUMADHAV","CHATHADA SRI VAISHNAVA SANGHAM","Telangana","Hyderabad","View        registration details for CHATHADA SRI VAISHNAVA SANGHAM VARTHA (TELTEL/2015/61034)"
"278","CHATIMPU","TELTEL/2014/62319","01-06-2015","Telugu","Daily","Y. LINGAIAH","Y.LINGAIAH","Telangana","Nalgonda","View        registration details for CHATIMPU (TELTEL/2014/62319)"
"279","CHATTADA SRIVAISHNAVA VIPANCHI","APTEL/2000/02471","11-09-2000","Telugu","Monthly","SUDARSHANAM VENKATES","SUDARSHANAM VENKATESWARE","Telangana","Hyderabad","View        registration details for CHATTADA SRIVAISHNAVA VIPANCHI (APTEL/2000/02471)"
"280","CHATTAM","TELTEL/2015/62160","26-05-2015","Telugu","Monthly","SIRIGADA PRASAD","SIRIGADA PRASAD","Telangana","Nizamabad","View        registration details for CHATTAM (TELTEL/2015/62160)"
"281","CHATTAM","TELTEL/2010/32350","19-05-2010","Telugu","Daily","SIRIGADA PRASAD","SIRIGADA PRASAD","Telangana","Nizamabad","View        registration details for CHATTAM (TELTEL/2010/32350)"
"282","CHATURA","32186","18-05-1978","Telugu","Monthly","RAMOJI RAO","RAMOJI FOUNDATION","Telangana","Rangareddy","View        registration details for CHATURA (32186)"
"283","Cheneta Mitra","TGTEL/26/A0766","27-01-2026","Telugu","Monthly","Doma Manjula","Doma Manjula","Telangana","Hyderabad","View        registration details for Cheneta Mitra (TGTEL/26/A0766)"
"284","CHENETHA","32250","01-01-1977","Telugu","Monthly","AKURATHI VENKATESWARA RAO","THE A.P. STATE HANDLOOM WEAVERS CO.OP SOCIETY, LTD,","Telangana","Hyderabad","View        registration details for CHENETHA (32250)"
"285","CHETHANAM BHAARATH","TGBIL/25/A2598","17-09-2025","English, Telugu","Fortnightly","GYARA RANI","GYARA RANI","Telangana","Medchal Malkajgiri","View        registration details for CHETHANAM BHAARATH (TGBIL/25/A2598)"
"286","CHETNA","5954","18-12-1961","Telugu","Monthly","ARMOOR RANAPRATHAP","ARMOOR RANAPRATHAP","Telangana","Hyderabad","View        registration details for CHETNA (5954)"
"287","CHIGURAAKU","TELTEL/2014/59817","27-01-2015","Telugu","Monthly","G. VENKATESH","G. VENKATESH","Telangana","Mahbubnagar","View        registration details for CHIGURAAKU (TELTEL/2014/59817)"
"288","CHIKATI JYOTHI","TELTEL/2014/57717","13-10-2014","Telugu","Monthly","P. VENKATAIAH","P. VENKATAIAH","Telangana","Rangareddy","View        registration details for CHIKATI JYOTHI (TELTEL/2014/57717)"
"289","CHIKATI VELUGU","APTEL/2004/18113","19-12-2006","Telugu","Monthly","KANDI SURYANARAYANA","KANDI SURYANARAYANA","Telangana","Nalgonda","View        registration details for CHIKATI VELUGU (APTEL/2004/18113)"
"290","CHIRAG E DILL","21162","24-01-1973","Urdu","Weekly","ALI AMJAD","ALI AMJAD","Telangana","Hyderabad","View        registration details for CHIRAG E DILL (21162)"
"291","CHIRAG-E-DILL","45005","31-07-1989","Urdu","Daily","ALI AMJAD","ALI AMJAD","Telangana","Hyderabad","View        registration details for CHIRAG-E-DILL (45005)"
"292","CHITRANJALI","APTEL/2001/04894","25-06-2001","Telugu","Weekly","A. JAYA PRAKASH","M/S GDR MEDIA LTD","Telangana","Hyderabad","View        registration details for CHITRANJALI (APTEL/2001/04894)"
"293","CHITYALA TELANGANA TEJAM","TELTEL/2017/70396","07-02-2017","Telugu","Monthly","PEDDI NARENDAR","PEDDI NARENDAR","Telangana","Nalgonda","View        registration details for CHITYALA TELANGANA TEJAM (TELTEL/2017/70396)"
"294","CHOURASTHA","TELTEL/2016/71277","18-04-2017","Telugu","Monthly","BYROJU  SUMALATHA","BYROJU SUMALATHA","Telangana","Nalgonda","View        registration details for CHOURASTHA (TELTEL/2016/71277)"
"295","CHRISTIAN AMBASSADOR","TELTEL/2015/61873","08-05-2015","Telugu","Monthly","ROWTHU BRAMARAMBA","ROWTHU BRAMARAMBA","Telangana","Rangareddy","View        registration details for CHRISTIAN AMBASSADOR (TELTEL/2015/61873)"
"296","CHRISTIAN RAYS","TELBIL/2017/73000","17-08-2017","English, Telugu","Monthly","ALURI RAJU","ALURI RAJU","Telangana","Hyderabad","View        registration details for CHRISTIAN RAYS (TELBIL/2017/73000)"
"297","CHRISTU SWARAM","TELBIL/2018/75452","06-06-2018","English, Telugu","Bimonthly (Once in two months)","ARRA TIMOTHY","ARRA TIMOTHY","Telangana","Telangana","View        registration details for CHRISTU SWARAM (TELBIL/2018/75452)"
"298","CHURAKALU","64698","11-11-1996","Telugu","Fortnightly","MOHAMMED IMRAN","MD.IMRAN","Telangana","Karimnagar","View        registration details for CHURAKALU (64698)"
"299","CHURAKALU","TELTEL/2014/57919","22-10-2014","Telugu","Daily","MOHAMMED IMRAN","MD.MRAN","Telangana","Khammam","View        registration details for CHURAKALU (TELTEL/2014/57919)"
"300","CHURAKALU","TELTEL/2006/16536","30-01-2006","Telugu","Daily","MOHAMMED IMRAN","MD.IMRAN","Telangana","Karimnagar","View        registration details for CHURAKALU (TELTEL/2006/16536)"
"301","CHURAKALU","APTEL/2006/17538","28-09-2006","Telugu","Daily","MOHAMMED IMRAN","MOHAMMAD IMRAN","Telangana","Adilabad","View        registration details for CHURAKALU (APTEL/2006/17538)"
"302","CHURAKALU","APTEL/2006/17537","28-09-2006","Telugu","Daily","MOHAMMED IMRAN","MOHAMMED IMRAN","Telangana","Warangal","View        registration details for CHURAKALU (APTEL/2006/17537)"
"303","CINE COLOURS","TELTEL/2015/74215","18-12-2017","Telugu","Weekly","SABEENA YASMEEN","SABEENA YASMEEN","Telangana","Hyderabad","View        registration details for CINE COLOURS (TELTEL/2015/74215)"
"304","CITIZENS EVENING","37912","28-11-1984","English","Daily","SIDDAMSETTY RAMESH","S. RAMESH","Telangana","Hyderabad","View        registration details for CITIZENS EVENING (37912)"
"305","CITY MEDICALS","TELURD/2011/39875","05-12-2011","Urdu","Fortnightly","SYED ABDUL QADER","SYED ABDUL QADER","Telangana","Hyderabad","View        registration details for CITY MEDICALS (TELURD/2011/39875)"
"306","CITY MEDICALS","TELENG/2003/12650","18-12-2003","English","Fortnightly","SYED ABDUL QADER","SYED ABDUL QADER","Telangana","Hyderabad","View        registration details for CITY MEDICALS (TELENG/2003/12650)"
"307","CITY TIMES","APTEL/2001/05896","06-11-2001","Telugu","Daily","B. PRAMOD KUMAR","B PRAMOD KUMAR","Telangana","Hyderabad","View        registration details for CITY TIMES (APTEL/2001/05896)"
"308","CLUES JUSTICE THROUGH SCIENCE","TELBIL/2016/68795","23-09-2016","English, Telugu","Monthly","TATIRAJU VENKATA RAO","TATIRAJU VENKATA RAO","Telangana","Rangareddy","View        registration details for CLUES JUSTICE THROUGH SCIENCE (TELBIL/2016/68795)"
"309","COMPUTER ERA","APTEL/2001/07726","04-09-2001","Telugu","Monthly","B. LAVANYA","B.LAVANYA","Telangana","Hyderabad","View        registration details for COMPUTER ERA (APTEL/2001/07726)"
"310","CONGRESS KARYAKARTHALA GUNDE CHAPPUDU.CONGRESS VOI","APTEL/2004/14319","18-12-2003","Telugu","Monthly","T.SAMMI REDDY","A.P. CONGRESS COMMITTEE","Telangana","Hyderabad","View        registration details for CONGRESS KARYAKARTHALA GUNDE CHAPPUDU.CONGRESS VOI (APTEL/2004/14319)"
"311","corporate chanakya","TGENG/26/A0922","06-02-2026","English","Monthly","Madala Naga Raju","Anil Kumar Gonuguntla","Telangana","Hyderabad","View        registration details for corporate chanakya (TGENG/26/A0922)"
"312","COSMOS BULLETIN","APTEL/2004/13328","10-07-2004","Telugu","Daily","SYED SHAVALI IMADUDDIN ZANGI","SYED SHAVALI IMADUDDIN ZANGI","Telangana","Telangana","View        registration details for COSMOS BULLETIN (APTEL/2004/13328)"
"313","COVERAGE AREA","TELTEL/2021/81020","13-01-2022","Telugu","Daily","GOTTIPARTHI HIMANSHU","GOTTIPARTHI HIMANSHU","Telangana","Yadadri Bhuvanagiri","View        registration details for COVERAGE AREA (TELTEL/2021/81020)"
"314","CRIME DETECTIVE","TELTEL/2016/67045","24-05-2016","Telugu","Daily","MOHAMMAD JAMEEL","MOHAMAD JAMEEL","Telangana","Warangal","View        registration details for CRIME DETECTIVE (TELTEL/2016/67045)"
"315","CRIME HERALD","APTEL/2004/13065","27-05-2004","Telugu","Fortnightly","P.MAHESH","P.MAHESH","Telangana","Hyderabad","View        registration details for CRIME HERALD (APTEL/2004/13065)"
"316","CRIME SECRETS","TELTEL/2014/59136","22-12-2014","Telugu","Monthly","JALLA MADHUSUDHAN","JALLA MADHUSUDHAN","Telangana","Rangareddy","View        registration details for CRIME SECRETS (TELTEL/2014/59136)"
"317","CRIME TIME","APTEL/2006/18394","11-01-2007","Telugu","Monthly","BONTHALA KALYAN CHANDRA","BONTHALA KALYAN CHANDRA","Telangana","Karimnagar","View        registration details for CRIME TIME (APTEL/2006/18394)"
"318","CRIME VOICE","APTEL/2006/18962","28-03-2007","Telugu","Fortnightly","VEMULA ANAND KUMAR","VEMULA   ANAND  KUMAR","Telangana","Karimnagar","View        registration details for CRIME VOICE (APTEL/2006/18962)"
"319","CROSSROADS TIMES","TELBIL/2017/70727","08-03-2017","English, Telugu","Weekly","M. MEENALATHA SREENIVAS","M.MEENALATHA SREENIVAS","Telangana","Hyderabad","View        registration details for CROSSROADS TIMES (TELBIL/2017/70727)"
"320","CULTURE","21163","08-02-1973","Urdu","Weekly","UZMA SULTANA","UZMA SULTANA","Telangana","Hyderabad","View        registration details for CULTURE (21163)"
"321","CULTURE OF HYDERABAD","52822","06-11-1992","Urdu","Weekly","SYED ISHAQ SQBAL","SYED ISHAQ SQBAL","Telangana","Hyderabad","View        registration details for CULTURE OF HYDERABAD (52822)"
"322","CURRENT AFFAIRS CRACKER","TELENG/2015/67395","06-06-2016","English","Monthly","PILLUTLA VISWANATH","ADVANCED EDUCATIONAL ACTIVITIES PRIVATE LIMITED","Telangana","Hyderabad","View        registration details for CURRENT AFFAIRS CRACKER (TELENG/2015/67395)"
"323","CURRENT NEWS","TELURD/2015/62719","18-06-2015","Urdu","Fortnightly","MOHD MOSHIN AHMED","MOHD MOSHIN AHMED","Telangana","Hyderabad","View        registration details for CURRENT NEWS (TELURD/2015/62719)"
"324","CYBER POST","TELENG/2014/59544","12-01-2015","English","Weekly","M. VIVEKANAND","M. VIVEKANAND","Telangana","Hyderabad","View        registration details for CYBER POST (TELENG/2014/59544)"
"325","DAGAPADDA TELANGANA","APTEL/2001/05716","02-12-2001","Telugu","Weekly","GULAM MAHAMOOD","GULAM MAHAMOOD","Telangana","Hyderabad","View        registration details for DAGAPADDA TELANGANA (APTEL/2001/05716)"
"326","DAILY HINDI MILAP","1137","29-03-1994","Hindi","Daily","VIPMA VIR","VIPMA VIR","Telangana","Hyderabad","View        registration details for DAILY HINDI MILAP (1137)"
"327","DAIVA LEELA","TELTEL/2014/60866","19-03-2015","Telugu","Monthly","MULLAPUDI SURYACHANDRA","MULLAPUDI  SURYACHANDRA","Telangana","Hyderabad","View        registration details for DAIVA LEELA (TELTEL/2014/60866)"
"328","DAIVA MARGAM","TELTEL/2017/71617","03-05-2017","Telugu","Monthly","ADUSUMILLI MURALI KRISHNA PRASAD","DR ADUSUMILLI MURALI KRISHNA PRASAD","Telangana","Medchal Malkajgiri","View        registration details for DAIVA MARGAM (TELTEL/2017/71617)"
"329","DAIVAVANI","TELTEL/2012/49669","13-05-2013","Telugu","Monthly","GADDI DEVRAJ","GADDI DEVRAJ","Telangana","Hyderabad","View        registration details for DAIVAVANI (TELTEL/2012/49669)"
"330","DAKSHANA INDIA SANGHA PATRIKA","10934","01-01-1957","Telugu","Monthly","REV. P. SOLOMON","DIOCESS OF DORNAKAL","Telangana","Warangal","View        registration details for DAKSHANA INDIA SANGHA PATRIKA (10934)"
"331","DAKSHIN DARPAN","TELHIN/2018/75987","06-09-2018","Hindi","Daily","MUDUGANTI PREM KUMAR REDDY","MUDUGANTI PREM KUMAR REDDY","Telangana","Karimnagar","View        registration details for DAKSHIN DARPAN (TELHIN/2018/75987)"
"332","DAKSHIN KESARI","TELHIN/2021/85208","27-07-2023","Hindi","Monthly","K AYATHULLA KHOMAINEE","K AYATHULLA KHOMAINEE","Telangana","Hyderabad","View        registration details for DAKSHIN KESARI (TELHIN/2021/85208)"
"333","DAKSHIN PRESS","TELURD/2016/66699","13-04-2016","Urdu","Fortnightly","MOHAMMED SHAHBAZ AKHTAR","MOHAMMED SHAHBAZ AKHTAR","Telangana","Hyderabad","View        registration details for DAKSHIN PRESS (TELURD/2016/66699)"
"334","DAKSHIN PRESS","TELURD/2015/72468","03-07-2017","Urdu","Daily","MOHAMMED SHAHBAZ AKHTAR","MOHAMMED SHAHBAZ AKHTAR","Telangana","Hyderabad","View        registration details for DAKSHIN PRESS (TELURD/2015/72468)"
