"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District","Action"
"1259","INNER VIEW","APTEL/2023/89019","25-09-2024","TELUGU","Daily","MULAKALAPALLI RAJU","MULAKALAPALLI RAJU","Andhra Pradesh","","View        registration details for INNER VIEW (APTEL/2023/89019)"
"1260","INNERTALK TELUGUDAILY","APTEL/26/A3016","30-04-2026","Telugu","Daily","YERRIDDY PRASAD REDDY","YERRIDDY PRASAD REDDY","Andhra Pradesh","West Godavari","View        registration details for INNERTALK TELUGUDAILY (APTEL/26/A3016)"
"1261","INNERTALK TELUGUDAILY","APTEL/26/A4091","22-05-2026","Telugu","Daily","YERRIDDY PRASAD REDDY","YERRIDDY PRASAD REDDY","Andhra Pradesh","Visakhapatnam","View        registration details for INNERTALK TELUGUDAILY (APTEL/26/A4091)"
"1262","INNERTALK TELUGUDAILY","APTEL/26/A3489","12-05-2026","Telugu","Daily","YERRIDDY PRASAD REDDY","YERRIDDY PRASAD REDDY","Andhra Pradesh","Kurnool","View        registration details for INNERTALK TELUGUDAILY (APTEL/26/A3489)"
"1263","INNERTALK TELUGUDAILY","APTEL/26/A3018","30-04-2026","Telugu","Daily","YERRIDDY PRASAD REDDY","YERRIDDY PRASAD REDDY","Andhra Pradesh","Ananthapur","View        registration details for INNERTALK TELUGUDAILY (APTEL/26/A3018)"
"1264","INNERTALK TELUGUDAILY","APTEL/26/A3488","12-05-2026","Telugu","Daily","YERRIDDY PRASAD REDDY","YERRIDDY PRASAD REDDY","Andhra Pradesh","Y.S.R.","View        registration details for INNERTALK TELUGUDAILY (APTEL/26/A3488)"
"1265","INNERTALK TELUGUDAILY","APTEL/26/A4090","22-05-2026","Telugu","Daily","YERRIDDY PRASAD REDDY","YERRIDDY PRASAD REDDY","Andhra Pradesh","Guntur","View        registration details for INNERTALK TELUGUDAILY (APTEL/26/A4090)"
"1266","INNERTALK TELUGUDAILY","APTEL/26/A0455","16-01-2026","Telugu","Daily","YERRIDDY PRASAD REDDY","YERRIDDY PRASAD REDDY","Andhra Pradesh","Tirupati","View        registration details for INNERTALK TELUGUDAILY (APTEL/26/A0455)"
"1267","INSAAF (NYAYAM)","APTEL/2008/25596","10-09-2008","Telugu","Monthly","Dudekula Khaja HUSSAIN SAHEB","Dudekula Khaja HUSSAIN SAHEB","Andhra Pradesh","Kurnool","View        registration details for INSAAF (NYAYAM) (APTEL/2008/25596)"
"1268","INSIDER SAMAGRA SAMACHARA VARTHA PATHRIKA","APTEL/2017/71117","07-04-2017","Telugu","Weekly","YECHERLA ADI LAKSHMI","YECHERLA ADILAKSHMI","Andhra Pradesh","Visakhapatnam","View        registration details for INSIDER SAMAGRA SAMACHARA VARTHA PATHRIKA (APTEL/2017/71117)"
"1269","INSIGHTS FLAMINGO","APBIL/2018/76785","25-01-2019","English, Telugu","Monthly","BUDDHARAJU SIVAJI","BUDDHARAJU SIVAJI","Andhra Pradesh","Visakhapatnam","View        registration details for INSIGHTS FLAMINGO (APBIL/2018/76785)"
"1270","INSURANCE TODAY","APTEL/2017/71938","22-05-2017","Telugu","Monthly","SARVEPALLI KOTESWARA RAO","SARVEPALLI KOTESWARA RAO","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for INSURANCE TODAY (APTEL/2017/71938)"
"1271","IPPUDU","APTEL/2009/29380","28-10-2009","Telugu","Daily","KARENATI LAXMI NARAYANA","KARENATI LAXMI NARAYANA","Andhra Pradesh","Chittoor","View        registration details for IPPUDU (APTEL/2009/29380)"
"1272","IPPUDU","APTEL/26/A3760","15-05-2026","Telugu","Monthly","Laxmi Narayana Karnati","Laxmi Narayana Karnati","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for IPPUDU (APTEL/26/A3760)"
"1273","IPPUDU","APTEL/2009/28237","29-06-2009","Telugu","Daily","KARENTI LAXMI NARAYANA","KARENATI LAXMI NARAYANA","Andhra Pradesh","Rangareddy","View        registration details for IPPUDU (APTEL/2009/28237)"
"1274","ISLAH-E-MUASHERA","APURD/2012/46817","05-12-2012","Urdu","Daily","MOHAMMED VASEEM UDDIN","MOHAMMED VASEEM UDDIN","Andhra Pradesh","Hyderabad","View        registration details for ISLAH-E-MUASHERA (APURD/2012/46817)"
"1275","ISLAM KANTHI","APTEL/2006/17878","03-11-2006","Telugu","Monthly","MOHAMMAD UBAIDUR RAHMAN","MOHAMMAD UBAIDUR RAHMAN","Andhra Pradesh","Krishna","View        registration details for ISLAM KANTHI (APTEL/2006/17878)"
"1276","ITELLA NAAMA","APURD/2012/42353","17-05-2012","Urdu","Weekly","MOHAMMED HAMED SHAHERYAR","MOHAMMED HAMED SHAHERYAR","Andhra Pradesh","Hyderabad","View        registration details for ITELLA NAAMA (APURD/2012/42353)"
"1277","ITELLA NAAMA","APURD/2012/47606","22-01-2013","Urdu","Daily","MOHAMMED HAMED SHAHERYAR","MOHAMMED HAMED SHAHERYAR","Andhra Pradesh","Hyderabad","View        registration details for ITELLA NAAMA (APURD/2012/47606)"
"1278","ITTEHAD-E-DECCAN","APURD/2009/29115","05-10-2009","Urdu","Daily","SYED KARRAR ALI KHAN","SYED KARRAR ALI KHAN","Andhra Pradesh","Hyderabad","View        registration details for ITTEHAD-E-DECCAN (APURD/2009/29115)"
"1279","JAAGO","APTEL/2010/34251","09-11-2010","Telugu","Monthly","KADIRI RAMU","KADIRI RAMU","Andhra Pradesh","Visakhapatnam","View        registration details for JAAGO (APTEL/2010/34251)"
"1280","JAATEEYASPURTHI","52879","27-08-1943","Telugu","Fortnightly","N. VANKATESWARA RAO","N. VANKATESWARA RAO","Andhra Pradesh","Andhra Pradesh","View        registration details for JAATEEYASPURTHI (52879)"
"1281","JAATHIYA VAANI","APTEL/26/A1273","19-02-2026","Telugu","Monthly","KALAVA GANGADHAR","KALAVA GANGADHAR","Andhra Pradesh","Chittoor","View        registration details for JAATHIYA VAANI (APTEL/26/A1273)"
"1282","JAATHIYA VAANI","APTEL/25/A2381","01-09-2025","Telugu","Monthly","KALAVA GANGADHAR","KALAVA GANGADHAR","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for JAATHIYA VAANI (APTEL/25/A2381)"
"1283","JAATHIYA VAARTALU","APTEL/25/A5264","17-12-2025","Telugu","Daily","RAJESH MAMIDI","RAJESH MAMIDI","Andhra Pradesh","Guntur","View        registration details for JAATHIYA VAARTALU (APTEL/25/A5264)"
"1284","JABILI","APTEL/2013/52784","23-10-2013","Telugu","Monthly","PERURI MALLIKA","PERURI MALLIKA","Andhra Pradesh","Anantapur","View        registration details for JABILI (APTEL/2013/52784)"
"1285","JADID NAWA-E-WAQT","APURD/2012/45350","20-09-2012","Urdu","Daily","SYED MOHIUDDIN","SYED MOHIUDDIN","Andhra Pradesh","Hyderabad","View        registration details for JADID NAWA-E-WAQT (APURD/2012/45350)"
"1286","JADID TARKASH","APTEL/2007/21297","25-09-2007","Telugu","Fortnightly","MAHMOOD ALI","MAHMOOD ALI","Andhra Pradesh","Hyderabad","View        registration details for JADID TARKASH (APTEL/2007/21297)"
"1287","JAGAME MAYA","APBIL/2016/69417","28-11-2016","English, Telugu","Monthly","M. RAJESWARI","M. RAJESWARI","Andhra Pradesh","Chittoor","View        registration details for JAGAME MAYA (APBIL/2016/69417)"
"1288","JAGATH GURU","APTEL/2014/62158","26-05-2015","Telugu","Weekly","KOMALAGUNTA NAGESWARA RAO","KOMALAGUNTA NAGESWARA RAO","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for JAGATH GURU (APTEL/2014/62158)"
"1289","JAGRAN CITY PLUS","APENG/2010/38176","06-07-2011","English","Weekly","RAJU PADKI","JAGRAN PRAKASHAN LTD","Andhra Pradesh","Hyderabad","View        registration details for JAGRAN CITY PLUS (APENG/2010/38176)"
"1290","JAHNAVI NEWS","APTEL/26/A2192","06-04-2026","Telugu","Monthly","KANAKALA RAMA RAO","KANAKALA RAMA RAO","Andhra Pradesh","Visakhapatnam","View        registration details for JAHNAVI NEWS (APTEL/26/A2192)"
"1291","JAHNAVI NEWS","APTEL/25/A5075","11-12-2025","Telugu","Monthly","KANAKALA RAMA RAO","KANAKALA RAMA RAO","Andhra Pradesh","Srikakulam","View        registration details for JAHNAVI NEWS (APTEL/25/A5075)"
"1292","JAI AMRAVATI","APTEL/2016/67657","24-06-2016","Telugu","Monthly","SAMBHANA CHANDRASEKHARA RAO","SAMBHANA CHANDRASEKHARA RAO","Andhra Pradesh","Srikakulam","View        registration details for JAI AMRAVATI (APTEL/2016/67657)"
"1293","JAI BHARATHA MATHA","62785","09-10-1995","Telugu","Fortnightly","CHEEDELLA SARALA","CHEEDELLA SARALA","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for JAI BHARATHA MATHA (62785)"
"1294","JAI BHIM VOICE TODAY","APTEL/26/A1085","13-02-2026","Telugu","Daily","DAMALA KISHORE","DAMALA KISHORE","Andhra Pradesh","N T R","View        registration details for JAI BHIM VOICE TODAY (APTEL/26/A1085)"
"1295","JAI JAYAM","APTEL/2016/66929","06-05-2016","Telugu","Daily","KONKYANA VENUGOPALA RAO","KONKYANA VENUGOPALA RAO","Andhra Pradesh","Srikakulam","View        registration details for JAI JAYAM (APTEL/2016/66929)"
"1296","JAIBHEEM GARJANA","APMUL/25/A1658","04-07-2025","English, Hindi, Telugu","Daily","Vanaparla Radhika","Vanaparla Pratap","Andhra Pradesh","Krishna","View        registration details for JAIBHEEM GARJANA (APMUL/25/A1658)"
"1297","JAMBUDWEEPAM","APTEL/2012/49519","06-05-2013","Telugu","Monthly","CH.VISHARADAN","CH.VISHARADAN","Andhra Pradesh","Hyderabad","View        registration details for JAMBUDWEEPAM (APTEL/2012/49519)"
"1298","JAME E ADAB","APURD/2010/37217","11-05-2011","Urdu","Daily","MOHD WAHED ALI KHAN","MOHD. WAHED ALI KHAN","Andhra Pradesh","Hyderabad","View        registration details for JAME E ADAB (APURD/2010/37217)"
"1299","JAMMALAMADUGU SAMACHAR","APTEL/2018/75784","27-07-2018","Telugu","Monthly","LAKKIREDDY THIPPA REDDY","LAKKIREDDY THIPPA REDDY","Andhra Pradesh","Y.S.R.","View        registration details for JAMMALAMADUGU SAMACHAR (APTEL/2018/75784)"
"1300","JANA BANAM","APTEL/2015/62361","03-06-2015","Telugu","Daily","P. PRABHAKAR","P. PRABHAKAR","Andhra Pradesh","Kurnool","View        registration details for JANA BANAM (APTEL/2015/62361)"
"1301","JANA BANDHAM","APTEL/25/A0137","05-05-2025","Telugu","Daily","PALLAM RAGHAVENDRA","PALLAM RAGHAVENDRA","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for JANA BANDHAM (APTEL/25/A0137)"
"1302","JANA BHARATHA DESHAM","APBIL/2017/75274","17-05-2018","English, Tamil","Daily","S. PRASANNA KUMAR REDDY","JANA BHARATH PUBLICATION","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for JANA BHARATHA DESHAM (APBIL/2017/75274)"
"1303","JANA CHARITRA","APTEL/2013/53313","28-11-2013","Telugu","Monthly","EMMADI SANDEEP","E. SANDEEP","Andhra Pradesh","Nalgonda","View        registration details for JANA CHARITRA (APTEL/2013/53313)"
"1304","JANA GALAM","APTEL/2009/29768","24-11-2009","Telugu","Daily","CH. RAMA MURTHY","CH. RAMA MURTHY","Andhra Pradesh","Rangareddy","View        registration details for JANA GALAM (APTEL/2009/29768)"
"1305","JANA HRUDAYAM","APTEL/2011/42315","16-05-2012","Telugu","Daily","K.V.B. SUBRAHMANYA SASTRY","K.V.B. SUBRAHMANYA SASTRY","Andhra Pradesh","Visakhapatnam","View        registration details for JANA HRUDAYAM (APTEL/2011/42315)"
"1306","JANA HUSHAAR","APTEL/2020/78979","24-09-2020","Telugu","Monthly","PIGILAM PRASANNA","PIGILAM PRASANNA","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for JANA HUSHAAR (APTEL/2020/78979)"
"1307","JANA JAGRUTHI","APTEL/2009/29641","20-11-2009","TELUGU","Fortnightly","TAMATAPU VIJAYA KUMARI","TAMATAPU VIJAYA KUMARI","Andhra Pradesh","Visakhapatnam","View        registration details for JANA JAGRUTHI (APTEL/2009/29641)"
"1308","JANA JEEVANA VIKASA VEECHIKA VELUGU","APTEL/2007/20127","13-06-2007","Telugu","Daily","DEVULAPALLI RAMALINGAM","K.R.K.SHARMA","Andhra Pradesh","East Godavari","View        registration details for JANA JEEVANA VIKASA VEECHIKA VELUGU (APTEL/2007/20127)"
"1309","JANA JEEVANA VIKASA VEECHIKA VELUGU","APTEL/2007/20126","13-06-2007","Telugu","Daily","K.R.K.SHARMA","K.R.K.SHARMA","Andhra Pradesh","Andhra Pradesh","View        registration details for JANA JEEVANA VIKASA VEECHIKA VELUGU (APTEL/2007/20126)"
"1310","JANA JWALA","APTEL/2012/50997","19-07-2013","Telugu","Weekly","D. BHANU PRASADU","D. BHANU PRASADU","Andhra Pradesh","Krishna","View        registration details for JANA JWALA (APTEL/2012/50997)"
"1311","JANA KAMALAM","APTEL/2015/64235","10-10-2015","Telugu","Monthly","PENUMATSA SANDHYA","PENUMATSA SANDHYA","Andhra Pradesh","Vizianagaram","View        registration details for JANA KAMALAM (APTEL/2015/64235)"
"1312","JANA KANKSHA","APTEL/26/A1637","18-03-2026","Telugu","Daily","Komari Janardhan","Komari Janardhan","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for JANA KANKSHA (APTEL/26/A1637)"
"1313","JANA KARTAVYAM","APTEL/2012/47302","03-01-2013","Telugu","Daily","DR. SYED IKRAMULLA HUSSAINI","SYED IKRAMULLA HUSSAINI","Andhra Pradesh","Hyderabad","View        registration details for JANA KARTAVYAM (APTEL/2012/47302)"
"1314","JANA KULAM","APTEL/26/A1624","17-03-2026","Telugu","Monthly","SIRASALA SURESH KUMAR","SIRASALA SURESH KUMAR","Andhra Pradesh","Anantapur","View        registration details for JANA KULAM (APTEL/26/A1624)"
"1315","JANA LEKHA","APTEL/2013/51422","13-08-2013","Telugu","Weekly","SESETTY RAMA KRISHNA","SESETTY RAMA KRISHNA","Andhra Pradesh","Visakhapatnam","View        registration details for JANA LEKHA (APTEL/2013/51422)"
"1316","JANA MANORAMA","APTEL/2011/39774","24-11-2011","Telugu","Monthly","REPALA SATHISH KUMAR","REPALA SATHISH KUMAR","Andhra Pradesh","Nalgonda","View        registration details for JANA MANORAMA (APTEL/2011/39774)"
"1317","JANA NADI","APTEL/2013/52927","01-11-2013","Telugu","Monthly","KAMBALAPALLY KRISHNA","KAMBALAPALLY KRISHNA","Andhra Pradesh","Nalgonda","View        registration details for JANA NADI (APTEL/2013/52927)"
"1318","JANA NADI","APTEL/2011/40384","11-01-2012","Telugu","Daily","KAMBALAPALLY KRISHNA","KAMBALAPALLY KRISHNA","Andhra Pradesh","Nalgonda","View        registration details for JANA NADI (APTEL/2011/40384)"
"1319","JANA PATRIKA AADHAR","APTEL/2013/52701","21-10-2013","Telugu","Monthly","R. PRAKASH REDDY","R. PRAKASH REDDY","Andhra Pradesh","Kurnool","View        registration details for JANA PATRIKA AADHAR (APTEL/2013/52701)"
"1320","JANA PATRIKA RAYALASEEMA","APTEL/2015/65445","01-01-2016","Telugu","Daily","R. PRAKASH REDDY","R. PRAKASH REDDY","Andhra Pradesh","Kurnool","View        registration details for JANA PATRIKA RAYALASEEMA (APTEL/2015/65445)"
"1321","JANA PRABANJANAM","APTEL/2007/22551","10-01-2008","Telugu","Monthly","MANKALA DASU","MANKALA DASU","Andhra Pradesh","Hyderabad","View        registration details for JANA PRABANJANAM (APTEL/2007/22551)"
"1322","JANA PRABHANJANA VAHINI","APTEL/2013/51362","08-08-2013","Telugu","Monthly","NASANI SURESH","NASANI SURESH","Andhra Pradesh","Nizamabad","View        registration details for JANA PRABHANJANA VAHINI (APTEL/2013/51362)"
"1323","JANA PRAGNA","APTEL/2014/57279","16-09-2014","Telugu","Monthly","M. MALLIKARJUNA","M. MALLIKARJUNA","Andhra Pradesh","Kurnool","View        registration details for JANA PRAGNA (APTEL/2014/57279)"
"1324","JANA PRATHIDHWANI","APTEL/26/A3088","06-05-2026","Telugu","Daily","CHENNA THRINADH","CHENNA THRINADH","Andhra Pradesh","West Godavari","View        registration details for JANA PRATHIDHWANI (APTEL/26/A3088)"
"1325","JANA PRATHIDHWANI","APTEL/2022/85423","18-09-2023","Telugu","Daily","CHENNA THRINADH","CHENNA THRINADH","Andhra Pradesh","East Godavari","View        registration details for JANA PRATHIDHWANI (APTEL/2022/85423)"
"1326","JANA PRATHINIDHI","APTEL/2011/49517","06-05-2013","Telugu","Monthly","B. RAJAN","B. RAJAN","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for JANA PRATHINIDHI (APTEL/2011/49517)"
"1327","JANA PRAVAHINI","APTEL/2017/74439","15-01-2018","Telugu","Fortnightly","Y. RAMACHANDRAIAH","Y.RAMACHANDRAIAH","Andhra Pradesh","Chittoor","View        registration details for JANA PRAVAHINI (APTEL/2017/74439)"
"1328","JANA PRERANA","APBIL/2013/47608","22-01-2013","English, Telugu","Monthly","K.VIJAY KUMAR","K.VIJAY KUMAR","Andhra Pradesh","Rangareddy","View        registration details for JANA PRERANA (APBIL/2013/47608)"
"1329","JANA RAJYAM","APTEL/2009/28433","16-07-2009","Telugu","Fortnightly","MITTAPALLY PRABHAKAR","MITTAPALLY PRABHAKAR","Andhra Pradesh","Karimnagar","View        registration details for JANA RAJYAM (APTEL/2009/28433)"
"1330","JANA SAGARAM","APTEL/2023/87780","04-07-2024","TELUGU","Monthly","L ANILKUMAR","L ANILKUMAR","Andhra Pradesh","","View        registration details for JANA SAGARAM (APTEL/2023/87780)"
"1331","JANA SAMARAM","APTEL/2013/65630","12-01-2016","Telugu","Daily","Y. DURGA RAO","Y.DURGA RAO","Andhra Pradesh","Krishna","View        registration details for JANA SAMARAM (APTEL/2013/65630)"
"1332","JANA SEVA","APTEL/2013/50381","20-06-2013","TELUGU","Monthly","SIRISIPALLI HEMANTH","SIRISIPALLI HEMANTH","Andhra Pradesh","Visakhapatnam","View        registration details for JANA SEVA (APTEL/2013/50381)"
"1333","JANA SOUDHA","APTEL/2013/53681","19-12-2013","Telugu","Daily","S.M. SUDHEER ARTHUR PRAY","S.M. SUDHEER ARTHUR PRAY","Andhra Pradesh","Kurnool","View        registration details for JANA SOUDHA (APTEL/2013/53681)"
"1334","JANA SWAMYAM","APTEL/2010/33986","13-10-2010","Telugu","Daily","DOSAPATI CHINA MUTHAIAH","DOSAPATI CHINA MUTHAIAH","Andhra Pradesh","Nalgonda","View        registration details for JANA SWAMYAM (APTEL/2010/33986)"
"1335","JANA THARANGAM","APTEL/26/A3259","07-05-2026","Telugu","Daily","VISWABRAMHANA PADMASREE","VISWABRAMHANA PADMASREE","Andhra Pradesh","Ananthapur","View        registration details for JANA THARANGAM (APTEL/26/A3259)"
"1336","JANA VAADAM","APTEL/2011/42142","10-05-2012","Telugu","Weekly","D. ISMAIL","D. ISMAIL","Andhra Pradesh","Kurnool","View        registration details for JANA VAADAM (APTEL/2011/42142)"
"1337","JANA VAADAM","APTEL/2018/75447","06-06-2018","Telugu","Daily","D. ISMAIL","D. ISMAIL","Andhra Pradesh","Kurnool","View        registration details for JANA VAADAM (APTEL/2018/75447)"
"1338","JANA VAARTA SAMAHARAM PRAJA VEDIKA TELUGU DINA PATRIKA","APTEL/2015/71603","03-05-2017","Telugu","Daily","KONETI SRINIVASA RAO","KONETI SRINIVASARAO","Andhra Pradesh","East Godavari","View        registration details for JANA VAARTA SAMAHARAM PRAJA VEDIKA TELUGU DINA PATRIKA (APTEL/2015/71603)"
"1339","JANA VARADHI","APTEL/2013/58843","10-12-2014","Telugu","Daily","G. ERESH","G. ERESH","Andhra Pradesh","Kurnool","View        registration details for JANA VARADHI (APTEL/2013/58843)"
"1340","JANA VARADHI","APTEL/2010/36785","15-04-2011","Telugu","Monthly","G.ERESH","G. ERESH","Andhra Pradesh","Kurnool","View        registration details for JANA VARADHI (APTEL/2010/36785)"
"1341","JANA VYUHAM","APTEL/2017/73387","20-09-2017","Telugu","Monthly","E. ANIL","E. ANIL","Andhra Pradesh","Anantapur","View        registration details for JANA VYUHAM (APTEL/2017/73387)"
"1342","JANABHALA YOUDHAM","APTEL/25/A2624","18-09-2025","Telugu","Daily","VALLURU MADHU SUDHANA RAO","VALLURU MADHU SUDHANA RAO","Andhra Pradesh","Krishna","View        registration details for JANABHALA YOUDHAM (APTEL/25/A2624)"
"1343","JANABHIPRAYAM","APTEL/2010/32408","24-05-2010","Telugu","Daily","BOLLEDDU KARUNAKAR","BOLLEDDU KARUNAKAR","Andhra Pradesh","Nalgonda","View        registration details for JANABHIPRAYAM (APTEL/2010/32408)"
"1344","JANADHEEPIKA","APTEL/2017/73004","17-08-2017","Telugu","Daily","CHINNARAO SUNNAPU","CHINNARAO SUNNAPU","Andhra Pradesh","Srikakulam","View        registration details for JANADHEEPIKA (APTEL/2017/73004)"
"1345","JANAGARJANA","APTEL/2001/04303","11-12-2000","Telugu","Monthly","MALLAVARAPU MANOHARA REDDY","MALLAVARAPU MANOHARA REDDY","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for JANAGARJANA (APTEL/2001/04303)"
"1346","JANAGOLA","APTEL/2009/29490","06-11-2009","Telugu","Daily","K.V. RAMANA","K.V. RAMANA","Andhra Pradesh","Visakhapatnam","View        registration details for JANAGOLA (APTEL/2009/29490)"
"1347","JANAKETANAM","APTEL/2012/47474","14-01-2013","Telugu","Monthly","RAGALA LAXMI NAIDU","RAGALA LAXMI NAIDU","Andhra Pradesh","Srikakulam","View        registration details for JANAKETANAM (APTEL/2012/47474)"
"1348","JANAM GUNDE CHAPPUDU","APTEL/2012/47419","09-01-2013","Telugu","Daily","CHINTALA ANANDA BABU","CHINTALA ANANDA BABU","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for JANAM GUNDE CHAPPUDU (APTEL/2012/47419)"
"1349","JANAM JANA CHAITANYA MASA PATRIKA","APTEL/2006/19891","28-05-2007","TELUGU","Monthly","KANDREGULA BHARATHI","KANDREGULA BHARATHI","Andhra Pradesh","","View        registration details for JANAM JANA CHAITANYA MASA PATRIKA (APTEL/2006/19891)"
"1350","JANAM KOSAM","APTEL/2008/26036","24-10-2008","Telugu","Daily","RAJAPUTRA BALAJI SINGH","R. BALAJI SINGH","Andhra Pradesh","Guntur","View        registration details for JANAM KOSAM (APTEL/2008/26036)"
"1351","JANAM MANAM","APTEL/2009/29878","30-11-2009","Telugu","Daily","ACHINA AILAIAH","ACHINA AILAIAH","Andhra Pradesh","Hyderabad","View        registration details for JANAM MANAM (APTEL/2009/29878)"
"1352","JANAM MANAM","APTEL/2009/29191","08-10-2009","Telugu","Daily","ACHINA AILAIAH","ACHINA AILAIAH","Andhra Pradesh","Rangareddy","View        registration details for JANAM MANAM (APTEL/2009/29191)"
"1353","JANAM MATA","APTEL/2017/71945","22-05-2017","Telugu","Daily","B. SATYANNA","B. SATYANNA","Andhra Pradesh","Kurnool","View        registration details for JANAM MATA (APTEL/2017/71945)"
"1354","JANAM MATA","APTEL/2013/52700","21-10-2013","Telugu","Monthly","B. SATYANNA","B. SATYANNA","Andhra Pradesh","Kurnool","View        registration details for JANAM MATA (APTEL/2013/52700)"
"1355","JANAM NAADI","APTEL/2021/80968","10-01-2022","Telugu","Monthly","MALLU MADHU","MALLU MADHU","Andhra Pradesh","Kurnool","View        registration details for JANAM NAADI (APTEL/2021/80968)"
"1356","JANAM NEWS","APTEL/2012/47298","03-01-2013","Telugu","Fortnightly","KAREDLA APPALA RAJU","KREDLA  APPALA RAJU","Andhra Pradesh","Visakhapatnam","View        registration details for JANAM NEWS (APTEL/2012/47298)"
"1357","JANAM REPORTER","APTEL/2017/73956","23-11-2017","Telugu","Fortnightly","SIRASALA SURESH KUMAR","SIRASALA SURESH KUMAR","Andhra Pradesh","Anantapur","View        registration details for JANAM REPORTER (APTEL/2017/73956)"
"1358","JANAM REPORTER","APTEL/2014/58441","20-11-2014","Telugu","Monthly","SIRASALA SURESH KUMAR","SIRASALA SURESH KUMAR","Andhra Pradesh","Anantapur","View        registration details for JANAM REPORTER (APTEL/2014/58441)"
"1359","JANAM REPORTER","APTEL/2023/86845","09-04-2024","Telugu","Daily","SIRASALA SURESH KUMAR","SIRASALA SURESH KUMAR","Andhra Pradesh","Ananthapur","View        registration details for JANAM REPORTER (APTEL/2023/86845)"
"1360","JANAM SAAKSHIGA","APTEL/2023/88076","26-07-2024","TELUGU","Monthly","KANNAMBAKAM PRUDHVI KUMAR","KANNAMBAKAM PRUDHVI KUMAR","Andhra Pradesh","","View        registration details for JANAM SAAKSHIGA (APTEL/2023/88076)"
"1361","JANAM SATHA","APTEL/2012/42356","17-05-2012","Telugu","Fortnightly","B.MALLESH","B.MALLESH","Andhra Pradesh","Mahbubnagar","View        registration details for JANAM SATHA (APTEL/2012/42356)"
"1362","JANAM THE VISION","APTEL/2014/58190","10-11-2014","Telugu","Daily","BALIJAPALLI VENKATARAMANA MURTY","BALIJAPALLI VENKATARAMANA MURTY","Andhra Pradesh","Srikakulam","View        registration details for JANAM THE VISION (APTEL/2014/58190)"
"1363","JANAM THIRPU","APTEL/2010/35252","07-01-2011","Telugu","Fortnightly","CHANDRA SEKHAR GOUD","CHANDRA SEKHAR GOUD","Andhra Pradesh","Mahbubnagar","View        registration details for JANAM THIRPU (APTEL/2010/35252)"
"1364","JANAMGUNDELLO JANASENA","APTEL/25/A3034","07-10-2025","Telugu","Monthly","CHAGANTI SARVA RAO","CHAGANTI SARVA RAO","Andhra Pradesh","Visakhapatnam","View        registration details for JANAMGUNDELLO JANASENA (APTEL/25/A3034)"
"1365","JANAMULO JAGAN","APBIL/2017/73883","17-11-2017","English, Telugu","Monthly","S. GEETHA","S GEETHA","Andhra Pradesh","Chittoor","View        registration details for JANAMULO JAGAN (APBIL/2017/73883)"
"1366","JANANESTHAM","APTEL/2016/66418","16-03-2016","Telugu","Daily","C. RAVEENDRA REDDY","C.RAVEENDRA REDDY","Andhra Pradesh","Anantapur","View        registration details for JANANESTHAM (APTEL/2016/66418)"
"1367","JANANETHA  NENU VINNANNU NENU VUNNANNU","APTEL/2020/80441","27-09-2021","Telugu","Weekly","DASARI SIVA KUMAR REDDY","DASARI SIVA KUMAR REDDY","Andhra Pradesh","Visakhapatnam","View        registration details for JANANETHA  NENU VINNANNU NENU VUNNANNU (APTEL/2020/80441)"
"1368","JANANETHA MATATAPPADU","APTEL/2011/39409","31-10-2011","Telugu","Fortnightly","KOSURU VENKATA SURESH","KOSURU VENKATA SURESH","Andhra Pradesh","East Godavari","View        registration details for JANANETHA MATATAPPADU (APTEL/2011/39409)"
"1369","JANANUGRAHA BAHUMANAM EEPATRIKA","APTEL/25/A4071","19-11-2025","Telugu","Daily","GAJULA CHENGALRAYULU","C B MOHAN RAO","Andhra Pradesh","Chittoor","View        registration details for JANANUGRAHA BAHUMANAM EEPATRIKA (APTEL/25/A4071)"
"1370","janaprathinidi major","APTEL/25/A4137","20-11-2025","Telugu","Weekly","Gadiraju Vinod Kumar","Gadiraju Vinod Kumar","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for janaprathinidi major (APTEL/25/A4137)"
"1371","JANAPRIYAMAHILA","APTEL/2010/32587","08-06-2010","Telugu","Monthly","DOLA APPANNA","DOLA APPANNA","Andhra Pradesh","Srikakulam","View        registration details for JANAPRIYAMAHILA (APTEL/2010/32587)"
"1372","JANARUPAM","APTEL/2012/45168","10-09-2012","Telugu","Fortnightly","VOJJALA RAJAMOULI","VOJJALA RAJAMOULI","Andhra Pradesh","Adilabad","View        registration details for JANARUPAM (APTEL/2012/45168)"
