"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District","Action"
"213","ANAKAPALLI TODAY","APTEL/2023/87600","20-06-2024","TELUGU","Daily","NAMMI SRINU","NAMMI SRINU","Andhra Pradesh","","View        registration details for ANAKAPALLI TODAY (APTEL/2023/87600)"
"214","ANAND TAGORE PUBLICATIONS","APTEL/2004/13597","16-08-2004","Telugu","Daily","V.S.ANAND","V.S.ANAND","Andhra Pradesh","Visakhapatnam","View        registration details for ANAND TAGORE PUBLICATIONS (APTEL/2004/13597)"
"215","ANANDA BHOOMI","APBIL/2012/42463","21-05-2012","English, Telugu","Monthly","S. CHANDRA SEKHAR","S. CHANDRA SEKHAR","Andhra Pradesh","Guntur","View        registration details for ANANDA BHOOMI (APBIL/2012/42463)"
"216","ANANDA JEEVITAM","APTEL/2015/70188","23-01-2017","Telugu","Monthly","SHAIK MUJAHEED SULTAN","SHAIK MUJAHEED SULTAN","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for ANANDA JEEVITAM (APTEL/2015/70188)"
"217","ANANTA AKSHAYA","APTEL/25/A4739","04-12-2025","Telugu","Daily","GADAM SETTY ANAND KUMAR","GADAM SETTY ANAND KUMAR","Andhra Pradesh","Anantapur","View        registration details for ANANTA AKSHAYA (APTEL/25/A4739)"
"218","ANANTA BULLETIN","APTEL/2019/79065","28-10-2020","Telugu","Daily","GOGULA VENKATESH","GOGULA VENKATESH","Andhra Pradesh","Anantapur","View        registration details for ANANTA BULLETIN (APTEL/2019/79065)"
"219","ANANTA KADALIKA","APTEL/2006/17534","28-09-2006","Telugu","Fortnightly","P. RAMAKRISHNA","P. RAMAKRISHNA","Andhra Pradesh","Anantapur","View        registration details for ANANTA KADALIKA (APTEL/2006/17534)"
"220","ANANTA TIMES","APTEL/2021/81404","11-04-2022","Telugu","Daily","JODU RAMESH KUMAR","JODU RAMESH KUMAR","Andhra Pradesh","Anantapur","View        registration details for ANANTA TIMES (APTEL/2021/81404)"
"221","ANANTA VANI","APTEL/2011/37904","16-06-2011","Telugu","Fortnightly","V.SIVAPPA","V. SIVAPPA","Andhra Pradesh","Anantapur","View        registration details for ANANTA VANI (APTEL/2011/37904)"
"222","ANANTA VELUGU","APTEL/2011/41880","01-05-2012","Telugu","Weekly","REDDIPALLI SIVA SRINIVAS KUMAR","REDDIPALLI SIVASRINIVAS KUMAR","Andhra Pradesh","Anantapur","View        registration details for ANANTA VELUGU (APTEL/2011/41880)"
"223","ANANTHA ASTHRAM","APTEL/2013/52471","07-10-2013","Telugu","Monthly","POOLA SETTY CHALAPATHI","POOLA SETTY CHALAPATHI","Andhra Pradesh","Anantapur","View        registration details for ANANTHA ASTHRAM (APTEL/2013/52471)"
"224","ANANTHA BHOOMI","APTEL/2010/33987","13-10-2010","Telugu","Monthly","K. ANIL KUMAR REDDY","K. ANILKUMARREDDY","Andhra Pradesh","Anantapur","View        registration details for ANANTHA BHOOMI (APTEL/2010/33987)"
"225","ANANTHA BHOOMI","APTEL/2011/37272","16-05-2011","Telugu","Daily","K. ANILKUMAR REDDY","K. ANILKUMARREDDY","Andhra Pradesh","Anantapur","View        registration details for ANANTHA BHOOMI (APTEL/2011/37272)"
"226","ANANTHA BHOOMI","APTEL/2016/68107","29-07-2016","Telugu","Daily","K. ANIL KUMAR REDDY","K. ANILKUMARREDDY","Andhra Pradesh","Prakasam","View        registration details for ANANTHA BHOOMI (APTEL/2016/68107)"
"227","ANANTHA CRIME STORY","APTEL/2015/62909","25-06-2015","Telugu","Monthly","MARAKA NAGENDRA","MARAKA NAGENDRA","Andhra Pradesh","Anantapur","View        registration details for ANANTHA CRIME STORY (APTEL/2015/62909)"
"228","ANANTHA EXPRESS","APTEL/2015/64799","17-11-2015","Telugu","Monthly","GADDAM DEVA PRASAD","GADDAM DEVA PRASAD","Andhra Pradesh","Anantapur","View        registration details for ANANTHA EXPRESS (APTEL/2015/64799)"
"229","ANANTHA HRUDAYAVANI","APTEL/2015/62297","28-05-2015","Telugu","Monthly","SRIPATI MANOHAR","SRIPATI MANOHAR","Andhra Pradesh","Anantapur","View        registration details for ANANTHA HRUDAYAVANI (APTEL/2015/62297)"
"230","ANANTHA JAGRUTHI","APTEL/2021/80898","14-12-2021","Telugu","Daily","CHENNA BUCCHENNAGARI MADHUSUDAN RAO","CHENNA BUCCHENNAGARI MADHUSUDAN RAO","Andhra Pradesh","Anantapur","View        registration details for ANANTHA JAGRUTHI (APTEL/2021/80898)"
"231","ANANTHA JANA SAKTHI","APTEL/2015/61314","16-04-2015","Telugu","Daily","SHANKARAGALLU VENKATESULU","SHANKARAGALLU VENKATESULU","Andhra Pradesh","Ananthapur","View        registration details for ANANTHA JANA SAKTHI (APTEL/2015/61314)"
"232","ANANTHA JOURNALIST","APTEL/2016/70735","08-03-2017","Telugu","Monthly","MUDIYALA SREENIVASULU REDDY","MUDIYALA SREENIVASULU REDDY","Andhra Pradesh","Anantapur","View        registration details for ANANTHA JOURNALIST (APTEL/2016/70735)"
"233","ANANTHA KALA TEJAM","APTEL/2017/72352","20-06-2017","Telugu","Monthly","TALARI NAGENDRA","TALARI NAGENDRA","Andhra Pradesh","Anantapur","View        registration details for ANANTHA KALA TEJAM (APTEL/2017/72352)"
"234","ANANTHA KOKILA","APTEL/2020/79711","15-03-2021","Telugu","Daily","TALARI LOKESH BABU","TALARI LOKESH BABU","Andhra Pradesh","Anantapur","View        registration details for ANANTHA KOKILA (APTEL/2020/79711)"
"235","ANANTHA KRIDA","APTEL/2011/39794","25-11-2011","Telugu","Monthly","DUDEKULA CHINNA GURAPPA","DUDEKULA CHINNA GURAPPA","Andhra Pradesh","Anantapur","View        registration details for ANANTHA KRIDA (APTEL/2011/39794)"
"236","ANANTHA MEDHA","APTEL/26/A1882","23-03-2026","Telugu","Monthly","MADIGA NAGESWAR RAO","MADIGA NAGESWAR RAO","Andhra Pradesh","Anantapur","View        registration details for ANANTHA MEDHA (APTEL/26/A1882)"
"237","ANANTHA NESTAM","APTEL/2017/72909","01-08-2017","Telugu","Monthly","B. RAMESH","B.RAMESH","Andhra Pradesh","Anantapur","View        registration details for ANANTHA NESTAM (APTEL/2017/72909)"
"238","ANANTHA NETI NETHRAM","APTEL/2015/65065","02-12-2015","Telugu","Monthly","D. NOOR BASHA","D.NOOR BASHA","Andhra Pradesh","Anantapur","View        registration details for ANANTHA NETI NETHRAM (APTEL/2015/65065)"
"239","ANANTHA NEWS","APTEL/2012/42812","08-06-2012","Telugu","Monthly","PERAVALAPPA GARI GANGADHAR","PERAVALAPPA GARI GANGADHAR","Andhra Pradesh","Anantapur","View        registration details for ANANTHA NEWS (APTEL/2012/42812)"
"240","ANANTHA NEWS","APTEL/2011/40032","15-12-2011","Telugu","Daily","PERAVALAPPA GARI GANGADHAR","PERAVALAPPA GARI GANGADHAR","Andhra Pradesh","Anantapur","View        registration details for ANANTHA NEWS (APTEL/2011/40032)"
"241","ANANTHA NEWS HOPE","APTEL/2017/74694","13-02-2018","Telugu","Daily","BANDELA KRISHNA","BANDELA KRISHNA","Andhra Pradesh","Anantapur","View        registration details for ANANTHA NEWS HOPE (APTEL/2017/74694)"
"242","ANANTHA NEWS HOPE","APTEL/2017/72541","06-07-2017","Telugu","Monthly","BANDELA KRISHNA","BANDELA KRISHNA","Andhra Pradesh","Anantapur","View        registration details for ANANTHA NEWS HOPE (APTEL/2017/72541)"
"243","ANANTHA PORU","APTEL/2016/69525","02-12-2016","Telugu","Monthly","BHUMA RAMANJANEYULU","BHUMA RAMANJANEYULU","Andhra Pradesh","Anantapur","View        registration details for ANANTHA PORU (APTEL/2016/69525)"
"244","ANANTHA PRABHA","APTEL/2016/69521","02-12-2016","Telugu","Monthly","CHILAMAKURU MANJUNATHA","CHILAMAKURU MANJUNATHA","Andhra Pradesh","Anantapur","View        registration details for ANANTHA PRABHA (APTEL/2016/69521)"
"245","ANANTHA PRABHA","APTEL/2017/72694","18-07-2017","Telugu","Daily","CHILAMAKURU MANJUNATHA","CHILAMAKURU MANJUNATHA","Andhra Pradesh","Anantapur","View        registration details for ANANTHA PRABHA (APTEL/2017/72694)"
"246","ANANTHA PUBLIC REPORT","APTEL/2015/62321","01-06-2015","Telugu","Monthly","SINGARAPU RADHA KRISHNA REDDY","SINGARAPU RADHA KRISHNA REDDY","Andhra Pradesh","Anantapur","View        registration details for ANANTHA PUBLIC REPORT (APTEL/2015/62321)"
"247","ANANTHA RAVIKIRANAM","APTEL/2011/37269","13-05-2011","Telugu","Fortnightly","N.V. RAVI","N.V. RAVI","Andhra Pradesh","Anantapur","View        registration details for ANANTHA RAVIKIRANAM (APTEL/2011/37269)"
"248","ANANTHA RAYALA KOTA","APTEL/2015/62330","01-06-2015","Telugu","Monthly","R. K. SURYA","R.K.SURYA","Andhra Pradesh","Anantapur","View        registration details for ANANTHA RAYALA KOTA (APTEL/2015/62330)"
"249","ANANTHA SAGARAM","APTEL/2011/40493","20-01-2012","Telugu","Daily","A. JAYACHANDRA","A. JAYACHANDRA","Andhra Pradesh","Anantapur","View        registration details for ANANTHA SAGARAM (APTEL/2011/40493)"
"250","ANANTHA SAGARAM","APTEL/2010/34879","20-12-2010","Telugu","Monthly","A. JAYACHANDRA","A. JAYACHANDRA","Andhra Pradesh","Anantapur","View        registration details for ANANTHA SAGARAM (APTEL/2010/34879)"
"251","ANANTHA SAKTHI","APTEL/2015/61443","21-04-2015","Telugu","Daily","NEELAM NAGARAJU","NEELAM NAGARAJU","Andhra Pradesh","Anantapur","View        registration details for ANANTHA SAKTHI (APTEL/2015/61443)"
"252","ANANTHA SAMACHARA VAHINI","APTEL/2017/74303","28-12-2017","Telugu","Monthly","BIDARLA JABIN BASHA","BIDARLA JABEEN BASHA","Andhra Pradesh","Anantapur","View        registration details for ANANTHA SAMACHARA VAHINI (APTEL/2017/74303)"
"253","ANANTHA SANGATHULU","APTEL/2017/72674","18-07-2017","Telugu","Monthly","MAHESHWARAM SATHEESH KUMAR","MAHESWARAM SATHEESH KUMAR","Andhra Pradesh","Anantapur","View        registration details for ANANTHA SANGATHULU (APTEL/2017/72674)"
"254","ANANTHA SANKHARAVAM","APTEL/2014/58373","18-11-2014","Telugu","Monthly","PATIL MALLIKARJUNA RAO","PATIL MALLIKARJUNA RAO","Andhra Pradesh","Anantapur","View        registration details for ANANTHA SANKHARAVAM (APTEL/2014/58373)"
"255","ANANTHA SPOORTHI","APTEL/2017/73946","22-11-2017","Telugu","Monthly","BIDARLA JABIN BASHA","BIDARLA JABIN BASHA","Andhra Pradesh","Anantapur","View        registration details for ANANTHA SPOORTHI (APTEL/2017/73946)"
"256","ANANTHA VIKAS","APTEL/25/A3981","18-11-2025","Telugu","Daily Evening","GANTILA SREENIVASA MURTHI","GANTILA SREENIVASA MURTHI","Andhra Pradesh","Ananthapur","View        registration details for ANANTHA VIKAS (APTEL/25/A3981)"
"257","ANANTHA VIKAS","APTEL/2021/80993","13-01-2022","Telugu","Fortnightly","G. SREENIVASA MURTHI","G SREENIVASA MURTHI","Andhra Pradesh","Anantapur","View        registration details for ANANTHA VIKAS (APTEL/2021/80993)"
"258","ANANTHA VISHLESHANA","APTEL/2015/62056","21-05-2015","Telugu","Weekly","C.SANJEEVA REDDY","CHINNAPA REDDY SANJEEVA REDDY","Andhra Pradesh","Anantapur","View        registration details for ANANTHA VISHLESHANA (APTEL/2015/62056)"
"259","ANANTHA VISWAM","APTEL/2011/40284","03-01-2012","Telugu","Daily","AKHILA VANAM","VANAM AKHILA","Andhra Pradesh","Rangareddy","View        registration details for ANANTHA VISWAM (APTEL/2011/40284)"
"260","ANANTHA WORLD","APTEL/2023/88228","29-07-2024","TELUGU","Daily","VEMAREDDY PALLI UPENDRA KUMAR","VEMAREDDY PALLI UPENDRA KUMAR,","Andhra Pradesh","","View        registration details for ANANTHA WORLD (APTEL/2023/88228)"
"261","ANANTHADARSINI","APTEL/2012/44716","14-08-2012","Telugu","Monthly","K. NARAYANA SWAMY","K. NARAYANA SWAMY","Andhra Pradesh","Anantapur","View        registration details for ANANTHADARSINI (APTEL/2012/44716)"
"262","ANANTHAPURAM","APTEL/2012/46076","30-10-2012","Telugu","Monthly","THOTA NAGARAJU","THOTA NAGARAJU","Andhra Pradesh","Anantapur","View        registration details for ANANTHAPURAM (APTEL/2012/46076)"
"263","ANANTHAPURAM","APTEL/2010/34548","29-11-2010","Telugu","Bimonthly (Once in two months)","THOTA NAGARAJU","THOTA NAGARAJU","Andhra Pradesh","Anantapur","View        registration details for ANANTHAPURAM (APTEL/2010/34548)"
"264","ANANTHASHIKARI","APTEL/2018/75388","29-05-2018","Telugu","Monthly","KESANI RAMAKRISHNA","KESANI RAMAKRISHNA","Andhra Pradesh","Ananthapur","View        registration details for ANANTHASHIKARI (APTEL/2018/75388)"
"265","ANANTHAWRITERS","APTEL/25/A4740","04-12-2025","Telugu","Daily","DUDEKULA NOOR BASHA","DUDEKULA NOOR BASHA","Andhra Pradesh","Sri Satya Sai","View        registration details for ANANTHAWRITERS (APTEL/25/A4740)"
"266","ANDARIKI AROGYAM","APTEL/2019/77048","18-03-2019","Telugu","Monthly","SHAIK RASHEED","SHAIK RASHEED","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for ANDARIKI AROGYAM (APTEL/2019/77048)"
"267","ANDARIKI NYAYAM ADE MA DHYAYAM NYAYAM-INSAAF","APBIL/2011/37246","12-05-2011","Telugu, Urdu","Daily","Dudekula  ALIYA SULTANA","Dudekula  ALIYA SULTANA","Andhra Pradesh","Kurnool","View        registration details for ANDARIKI NYAYAM ADE MA DHYAYAM NYAYAM-INSAAF (APBIL/2011/37246)"
"268","ANDARU MECHINA NAYAKUDU","APTEL/2023/88992","25-09-2024","TELUGU","Monthly","PEELA JOGINAIDU","PEELA JOGINAIDU","Andhra Pradesh","Visakhapatnam","View        registration details for ANDARU MECHINA NAYAKUDU (APTEL/2023/88992)"
"269","ANDHARA KALAM","APTEL/2020/82712","03-11-2022","Telugu","Daily","EARLA SRINIVASARAO","EARLA SRINIVASARAO","Andhra Pradesh","Prakasam","View        registration details for ANDHARA KALAM (APTEL/2020/82712)"
"270","ANDHARIPATRIKA","APTEL/2021/85373","19-09-2023","Telugu","Daily","V VIJAYA LAKSHMI","V VIJAYA LAKSHMI","Andhra Pradesh","Krishna","View        registration details for ANDHARIPATRIKA (APTEL/2021/85373)"
"271","ANDHRA AKSHRA","APTEL/2010/33325","18-08-2010","Telugu","Daily","SHAIK. MAHABOOB BASHA","SHAIK MAHABOOB BASHA","Andhra Pradesh","Kurnool","View        registration details for ANDHRA AKSHRA (APTEL/2010/33325)"
"272","ANDHRA AKSHRA","APTEL/2012/45205","11-09-2012","Telugu","Monthly","SHAIK. MAHABOOB BASHA","SHAIK MAHABOOB BASHA","Andhra Pradesh","Kurnool","View        registration details for ANDHRA AKSHRA (APTEL/2012/45205)"
"273","ANDHRA BHERI","APTEL/2001/05839","30-01-2002","TELUGU","Monthly","MARELLA JYOTHI VIJAYA LAKSHMI KUMARI","MARELLA JYOTHI VIJAYA LAKSHMI KUMARI","Andhra Pradesh","","View        registration details for ANDHRA BHERI (APTEL/2001/05839)"
"274","ANDHRA BHOOMI","44814","17-05-1985","Telugu","Daily","K. SUDHAKAR","DECCAN CHRONICLE HOLDINGS LTD","Andhra Pradesh","Visakhapatnam","View        registration details for ANDHRA BHOOMI (44814)"
"275","ANDHRA BHOOMI","52743","23-10-1990","Telugu","Daily","K. SUDHAKAR","DECCAN CHRONICLE HOLDINGS LTD.","Andhra Pradesh","Krishna","View        registration details for ANDHRA BHOOMI (52743)"
"276","ANDHRA BHOOMI","APTEL/2003/11049","30-06-2003","Telugu","Daily","K SUDHAKAR","DECCAN CHRONICLE HOLDINGS LTD","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for ANDHRA BHOOMI (APTEL/2003/11049)"
"277","ANDHRA BHOOMI","61664","28-02-1994","Telugu","Daily","K SUDHAKAR","DECCAN CHRONICLE HOLDINGS LTD","Andhra Pradesh","East Godavari","View        registration details for ANDHRA BHOOMI (61664)"
"278","ANDHRA BHOOMI","APTEL/1999/00409","16-08-1999","Telugu","Daily","K.SUDHAKAR","DECCAN CHRONICLE HOLDINGS LTD","Andhra Pradesh","Anantapur","View        registration details for ANDHRA BHOOMI (APTEL/1999/00409)"
"279","ANDHRA BHOOMI SACHITRA VARA PATRIKA","32159","25-02-1994","Telugu","Weekly","T. VENKATESWARLU","DECCAN CHRONICLE HOLDINGS LTD","Andhra Pradesh","Hyderabad","View        registration details for ANDHRA BHOOMI SACHITRA VARA PATRIKA (32159)"
"280","ANDHRA BHUPATI","APTEL/25/A2539","15-09-2025","Telugu","Daily","MASAPOGU ESWARAIAH","MASAPOGU ESWARAIAH","Andhra Pradesh","Kurnool","View        registration details for ANDHRA BHUPATI (APTEL/25/A2539)"
"281","ANDHRA CHAITANYA RADHAM","APTEL/2023/88077","26-07-2024","TELUGU","Daily Evening","MUGADA JAGADEESH","MUGADA JAGADEESH","Andhra Pradesh","","View        registration details for ANDHRA CHAITANYA RADHAM (APTEL/2023/88077)"
"282","ANDHRA CHAMBER OF COMMERCE BULLETIN","APBIL/2010/34727","13-12-2010","English, Telugu","Monthly","TIPIRNENI PARDHASARADHI","THE ANDHRA CHAMBER OF COMMERCE AND INDUSTRY ASSOCIATION","Andhra Pradesh","Krishna","View        registration details for ANDHRA CHAMBER OF COMMERCE BULLETIN (APBIL/2010/34727)"
"283","ANDHRA CONSUMER RIGHT","APTEL/2023/88587","20-08-2024","TELUGU","Weekly","PENTAKOTA VENKATA NAGESWARARAO","PENTAKOTA VENKATA NAGESWARARAO","Andhra Pradesh","Visakhapatnam","View        registration details for ANDHRA CONSUMER RIGHT (APTEL/2023/88587)"
"284","ANDHRA DAIRY","APTEL/2010/36300","18-03-2011","Telugu","Daily","KANDI VENKATA UMAMAHESWARA RAO","KANDI VENKATA UMA MA","Andhra Pradesh","Visakhapatnam","View        registration details for ANDHRA DAIRY (APTEL/2010/36300)"
"285","ANDHRA DAIRY","APTEL/2013/49616","09-05-2013","Telugu","Daily","KANDI VENKATA UMAMAHESWARA RAO","KANDI VENKATA UMAMAHESWARA RAO","Andhra Pradesh","East Godavari","View        registration details for ANDHRA DAIRY (APTEL/2013/49616)"
"286","ANDHRA DAIRY","APTEL/2013/49617","09-05-2013","Telugu","Daily","KANDI VENKATA UMAMAHESWARA RAO","KANDI VENKATA UMAMAHESWARA RAO","Andhra Pradesh","Khammam","View        registration details for ANDHRA DAIRY (APTEL/2013/49617)"
"287","ANDHRA DAIRY","APTEL/2006/18199","29-12-2006","Telugu","Daily","KANDI VENKATA UMA MAHESWARA RAO","KANDI VENKATA UMA MAHESWARA RAO","Andhra Pradesh","West Godavari","View        registration details for ANDHRA DAIRY (APTEL/2006/18199)"
"288","ANDHRA ECHO","APENG/2010/33554","07-09-2010","English","Daily","CH . RAMI REDDY","CH. RAMI REDDY","Andhra Pradesh","Hyderabad","View        registration details for ANDHRA ECHO (APENG/2010/33554)"
"289","ANDHRA ECHO","APENG/2014/56967","04-09-2014","English","Daily","CH. RAMI REDDY","CH. RAMI REDDY","Andhra Pradesh","Guntur","View        registration details for ANDHRA ECHO (APENG/2014/56967)"
"290","ANDHRA FOCUS","APTEL/2018/76439","19-11-2018","Telugu","Daily","THATIPUDI VARAHA VENKATA SATYANARAYANA","THATIPUDI VARAHA VENKATA SATYANARAYANA","Andhra Pradesh","Visakhapatnam","View        registration details for ANDHRA FOCUS (APTEL/2018/76439)"
"291","ANDHRA JANAM","APTEL/2017/71943","22-05-2017","Telugu","Daily","GADDALA NAGABHUSHANAM","GADDALA NAGA BHUSHANAM","Andhra Pradesh","Guntur","View        registration details for ANDHRA JANAM (APTEL/2017/71943)"
"292","ANDHRA JYOTHI","APTEL/2004/11742","29-12-2003","Telugu","Daily","KOGANTI VENKATA SESHAGIRI RAO","AAMODA PUBLICATIONS PVT. LTD.","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for ANDHRA JYOTHI (APTEL/2004/11742)"
"293","ANDHRA JYOTHI","APTEL/2003/10031","17-03-2003","Telugu","Daily","KOGANTI VENKATA SESHAGIRI RAO","AAMODA PUBLICATIONS PVT. LTD.","Andhra Pradesh","Ananthapur","View        registration details for ANDHRA JYOTHI (APTEL/2003/10031)"
"294","ANDHRA JYOTHI","APTEL/2004/12966","29-06-2004","Telugu","Daily","KOGANTI VENKATA SESHAGIRI RAO","AAMODA PUBLICATIONS PVT. LTD.","Andhra Pradesh","Prakasam","View        registration details for ANDHRA JYOTHI (APTEL/2004/12966)"
"295","ANDHRA JYOTHI","44936","16-02-1987","Telugu","Daily","KOGANTI VENKATA SESHAGIRI RAO","AAMODA PUBLICATIONS PVT. LTD.","Andhra Pradesh","Chittoor","View        registration details for ANDHRA JYOTHI (44936)"
"296","ANDHRA JYOTHI","APTEL/2004/11740","31-08-2012","Telugu","Daily","KOGANTI VENKATA SESHAGIRI RAO","AAMODA PUBLICATIONS PVT. LTD.","Andhra Pradesh","East Godavari","View        registration details for ANDHRA JYOTHI (APTEL/2004/11740)"
"297","ANDHRA JYOTHI","APTEL/2004/11739","27-12-2003","Telugu","Daily","KOGANTI VENKATA SESHAGIRI RAO","AAMODA PUBLICATIONS PVT. LTD.","Andhra Pradesh","Kurnool","View        registration details for ANDHRA JYOTHI (APTEL/2004/11739)"
"298","ANDHRA JYOTHI","APTEL/2003/09832","17-03-2004","Telugu","Daily","KOGANTI VENKATA SESHAGIRI RAO","AAMODA PUBLICATIONS PVT. LTD.","Andhra Pradesh","West Godavari","View        registration details for ANDHRA JYOTHI (APTEL/2003/09832)"
"299","ANDHRA JYOTHI","3470","09-06-1960","Telugu","Daily","KOGANTI VENKATA SESHAGIRI RAO","AAMODA PUBLICATIONS PVT. LTD.","Andhra Pradesh","Krishna","View        registration details for ANDHRA JYOTHI (3470)"
"300","ANDHRA JYOTHI","52780","11-05-1991","Telugu","Daily","KOGANTI VENKATA SESHAGIRI RAO","AAMODA PUBLICATIONS PVT. LTD.","Andhra Pradesh","Visakhapatnam","View        registration details for ANDHRA JYOTHI (52780)"
"301","ANDHRA JYOTHI","APTEL/2003/11850","18-12-2003","Telugu","Daily","KOGANTI VENKATA SESHAGIRI RAO","AAMODA PUBLICATIONS PVT. LTD.","Andhra Pradesh","Y.S.R.","View        registration details for ANDHRA JYOTHI (APTEL/2003/11850)"
"302","ANDHRA JYOTHI","APTEL/2004/11741","27-12-2003","Telugu","Daily","KOGANTI VENKATA SESHAGIRI RAO","AAMODA PUBLICATIONS PVT. LTD.","Andhra Pradesh","Srikakulam","View        registration details for ANDHRA JYOTHI (APTEL/2004/11741)"
"303","ANDHRA JYOTHI","APTEL/2003/09781","13-03-2003","Telugu","Daily","KOGANTI VENKATA SESHAGIRI RAO","AAMODA PUBLICATIONS PVT. LTD.","Andhra Pradesh","Guntur","View        registration details for ANDHRA JYOTHI (APTEL/2003/09781)"
"304","ANDHRA LAW TIMES (LEGISLATIVE SUPPLEMENT)","69920","17-11-1998","English","Monthly","L D GOGIA","L.D.GOGIA","Andhra Pradesh","Hyderabad","View        registration details for ANDHRA LAW TIMES (LEGISLATIVE SUPPLEMENT) (69920)"
"305","ANDHRA LAXMI","APTEL/2015/63884","24-08-2015","Telugu","Daily","SHAIK GHOUSE BASHA","SHAIK GHOUSE BASHA","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for ANDHRA LAXMI (APTEL/2015/63884)"
"306","ANDHRA LAXMI","APTEL/2009/29147","06-10-2009","Telugu","Weekly","SHAIK GHOUSE BASHA","SHAIK GHOUSE BASHA","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for ANDHRA LAXMI (APTEL/2009/29147)"
"307","ANDHRA LEKHA","APTEL/2008/27504","09-04-2009","Telugu","Daily","METTA KRISHNA RAO","METTA KRISHNA RAO","Andhra Pradesh","Visakhapatnam","View        registration details for ANDHRA LEKHA (APTEL/2008/27504)"
"308","ANDHRA LOKHAM","APTEL/2018/74871","21-02-2018","Telugu","Daily","BANDARU SATYANARAYANA","BANDARU SATYANARAYANA","Andhra Pradesh","Visakhapatnam","View        registration details for ANDHRA LOKHAM (APTEL/2018/74871)"
"309","ANDHRA LUTHERAN","10923","01-01-1957","Telugu","Monthly","REV. D.V. DANIEL","ANDHRA EVANGELICAL LURTHERAN CHURCH","Andhra Pradesh","Guntur","View        registration details for ANDHRA LUTHERAN (10923)"
"310","ANDHRA MINDS","APTEL/2016/70237","24-01-2017","Telugu","Daily","KOMMINENI PRASAD","KOMMINENI.PRASAD","Andhra Pradesh","Guntur","View        registration details for ANDHRA MINDS (APTEL/2016/70237)"
"311","ANDHRA MONARCH","APTEL/2023/87684","26-06-2024","TELUGU","Daily","VARIGONDA KASI VISWESWARA RAO","VARIGONDA KASI VISWESWARA RAO","Andhra Pradesh","N T R","View        registration details for ANDHRA MONARCH (APTEL/2023/87684)"
"312","ANDHRA MUCHATLU","APTEL/2023/88191","29-07-2024","TELUGU","Monthly","ANUMULA THARA SHANKAR","ANUMULA THARA SHANKAR","Andhra Pradesh","","View        registration details for ANDHRA MUCHATLU (APTEL/2023/88191)"
"313","ANDHRA MUTHYAM","APTEL/2011/36819","18-04-2011","Telugu","Daily","BANDRA RAMACHANDRAIAH","BANDA RAMACHANDRAIAH,","Andhra Pradesh","Chittoor","View        registration details for ANDHRA MUTHYAM (APTEL/2011/36819)"
"314","ANDHRA NAADI","APTEL/2012/46501","19-11-2012","Telugu","Daily","S. JAKEER HUSSAIN","S. JAKEER HUSSAIN","Andhra Pradesh","Kurnool","View        registration details for ANDHRA NAADI (APTEL/2012/46501)"
"315","ANDHRA NEWS","APTEL/26/A1915","25-03-2026","Telugu","Daily","Padala Chakra Veni","Padala Chakra Veni","Andhra Pradesh","Visakhapatnam","View        registration details for ANDHRA NEWS (APTEL/26/A1915)"
"316","ANDHRA NEWS","APTEL/26/A1544","16-03-2026","Telugu","Daily","Padala Chakra Veni","Padala Chakra Veni","Andhra Pradesh","Chittoor","View        registration details for ANDHRA NEWS (APTEL/26/A1544)"
"317","ANDHRA NEWS","APTEL/2023/88447","17-09-2025","Telugu","Daily","PADALA CHKRA VENI","PADALA CHAKRA VENI","Andhra Pradesh","East Godavari","View        registration details for ANDHRA NEWS (APTEL/2023/88447)"
"318","ANDHRA NEWS","APTEL/26/A1916","25-03-2026","Telugu","Daily","Padala Chakra Veni","Padala Chakra Veni","Andhra Pradesh","Krishna","View        registration details for ANDHRA NEWS (APTEL/26/A1916)"
"319","ANDHRA NEWS","APTEL/25/A5078","11-12-2025","Telugu","Daily","Padala Chakra Veni","Padala Chakra Veni","Andhra Pradesh","Kakinada","View        registration details for ANDHRA NEWS (APTEL/25/A5078)"
"320","ANDHRA NYAYA ANVESHITHA","APTEL/2018/76555","11-12-2018","Telugu","Daily","PIDUGULA DEVENDER","PIDUGULA DEVENDER","Andhra Pradesh","Kurnool","View        registration details for ANDHRA NYAYA ANVESHITHA (APTEL/2018/76555)"
"321","ANDHRA OUTLOOK","APTEL/2023/90099","12-11-2024","TELUGU","Monthly","JAGADESHWARA RAO DASARI","JAGADESHWARA RAO DASARI","Andhra Pradesh","Srikakulam","View        registration details for ANDHRA OUTLOOK (APTEL/2023/90099)"
"322","ANDHRA PAKSHAM","APTEL/2015/63168","09-07-2015","Telugu","Daily","D. PEDDA JAMAL BASHA","D. PEDDA JAMAL BASHA","Andhra Pradesh","Kurnool","View        registration details for ANDHRA PAKSHAM (APTEL/2015/63168)"
