"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District","Action"
"2209","NETI SANKARAVAM","APTEL/2010/32854","05-07-2010","Telugu","Daily","K. CHANDRAHASA REDDY","K. CHANDRAHASA REDDY","Andhra Pradesh","Kurnool","View        registration details for NETI SANKARAVAM (APTEL/2010/32854)"
"2210","NETI SATTHA","APTEL/2014/60774","13-03-2015","TELUGU","Daily","KUPPISHETTI NAGA VARA PRASAD","KUPPISHETTI NAGA VARA PRASAD","Andhra Pradesh","West Godavari","View        registration details for NETI SATTHA (APTEL/2014/60774)"
"2211","NETI SEEMA","APTEL/2015/62721","18-06-2015","Telugu","Daily","K. SHIVARAM","K. SHIVARAM","Andhra Pradesh","Visakhapatnam","View        registration details for NETI SEEMA (APTEL/2015/62721)"
"2212","NETI SHAKTHI","APTEL/2010/32892","07-07-2010","Telugu","Daily","VIRELLI LAKSHMAIAH","VIRELLI LAKSHMAIAH","Andhra Pradesh","Nalgonda","View        registration details for NETI SHAKTHI (APTEL/2010/32892)"
"2213","NETI SHUBHODAYA","APTEL/26/A1193","17-02-2026","Telugu","Daily","GONGURA SRINIVASA RAO","GONGURA SRINIVASA RAO","Andhra Pradesh","Krishna","View        registration details for NETI SHUBHODAYA (APTEL/26/A1193)"
"2214","NETI SUVARNA PATRIKA","APTEL/2021/83083","13-01-2023","Telugu","Daily","MALA CHINNA ERANNA","MALA CHINNA ERANNA","Andhra Pradesh","Kurnool","View        registration details for NETI SUVARNA PATRIKA (APTEL/2021/83083)"
"2215","NETI SWECHCHA","APTEL/25/A0350","22-05-2025","Telugu","Daily","alajangi karteek","alajangi karteek","Andhra Pradesh","Vizianagaram","View        registration details for NETI SWECHCHA (APTEL/25/A0350)"
"2216","NETI TELUGU PATRIKA","APTEL/2018/78638","12-03-2020","Telugu","Fortnightly","CHANDU RAKUMARI","CHANDU RAKUMARI","Andhra Pradesh","Krishna","View        registration details for NETI TELUGU PATRIKA (APTEL/2018/78638)"
"2217","NETI TELUGU PATRIKA","APTEL/2018/78892","07-08-2020","Telugu","Daily","CHANDU RAKUMARI","CHANDU RAKUMARI","Andhra Pradesh","Krishna","View        registration details for NETI TELUGU PATRIKA (APTEL/2018/78892)"
"2218","NETI VASTHAVALU","APTEL/2013/53785","27-12-2013","Telugu","Daily","MOHD. NAZEEM","MOHD. NAZEEM","Andhra Pradesh","Nalgonda","View        registration details for NETI VASTHAVALU (APTEL/2013/53785)"
"2219","NETI VASTHAVALU","APTEL/2009/32475","01-06-2010","Telugu","Monthly","MOHD. NAZEEM","MOHD. NAZEEM","Andhra Pradesh","Nalgonda","View        registration details for NETI VASTHAVALU (APTEL/2009/32475)"
"2220","NETI VIJETHA","APTEL/2011/37721","03-06-2011","Telugu","Daily","SYED MOHAMMED RAFI","SYED MOHAMMED RAFI","Andhra Pradesh","Guntur","View        registration details for NETI VIJETHA (APTEL/2011/37721)"
"2221","NETI YADAHRTHAM","APTEL/2013/52022","13-09-2013","Telugu","Weekly","SHAIK MAHABOOB BASHA","SHAIK MAHABOOB BASHA","Andhra Pradesh","Rangareddy","View        registration details for NETI YADAHRTHAM (APTEL/2013/52022)"
"2222","NETIANANTHARAJYAM","APTEL/25/A4954","10-12-2025","Telugu","Monthly","GORUVU MAHESH","GORUVU MAHESH","Andhra Pradesh","Ananthapur","View        registration details for NETIANANTHARAJYAM (APTEL/25/A4954)"
"2223","NETIJANAM NEWS","APTEL/2023/88525","19-08-2024","TELUGU","Daily","K. BABAVALI","K. BABAVALI","Andhra Pradesh","","View        registration details for NETIJANAM NEWS (APTEL/2023/88525)"
"2224","NETIMINUTE TO MINUTEPATRIKA","APTEL/26/A3695","13-05-2026","Telugu","Daily","POTTURU SUDHAKAR","POTTURU SUDHAKAR","Andhra Pradesh","Ananthapur","View        registration details for NETIMINUTE TO MINUTEPATRIKA (APTEL/26/A3695)"
"2225","NETIPATRIKA PARASHURAMA","APTEL/25/A3004","07-10-2025","Telugu","Daily","YARLAPATI SREEDHAR","YARLAPATI SREEDHAR","Andhra Pradesh","Kurnool","View        registration details for NETIPATRIKA PARASHURAMA (APTEL/25/A3004)"
"2226","NETIPATRIKA PRAJACHARITRA","APTEL/26/A3918","20-05-2026","Telugu","Monthly","VADDEMANU DHANESH","VADDEMANU DHANESH","Andhra Pradesh","Kurnool","View        registration details for NETIPATRIKA PRAJACHARITRA (APTEL/26/A3918)"
"2227","NETIPATRIKA PRAJASEEMA","APTEL/26/A0819","28-01-2026","Telugu","Daily","Vasantha Lakshmi Narasamma","Vasantha Lakshmi Narasamma","Andhra Pradesh","Y.S.R.","View        registration details for NETIPATRIKA PRAJASEEMA (APTEL/26/A0819)"
"2228","NETIPIDUGUVAARTHA","APTEL/25/A4724","04-12-2025","Telugu","Daily","SYED SHAIKSHA VALI","SYED SHAIKSHA VALI","Andhra Pradesh","Ananthapur","View        registration details for NETIPIDUGUVAARTHA  (APTEL/25/A4724)"
"2229","NETIPRABHA","APTEL/2009/29599","17-11-2009","Telugu","Daily","MAMIDI SAIDAIAH","MAMIDI SAIDAIAH","Andhra Pradesh","Hyderabad","View        registration details for NETIPRABHA (APTEL/2009/29599)"
"2230","netisimhapuri udayampatrika","APTEL/25/A2386","01-09-2025","Telugu","Daily","Bochu Subrahmanyam","Bochu Subrahmanyam","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for netisimhapuri udayampatrika (APTEL/25/A2386)"
"2231","NETITEERPU DAILYVAARTHA","APTEL/26/A1763","20-03-2026","Telugu","Daily (Monday To Friday)","Chintala Rambabu","Chintala Rambabu","Andhra Pradesh","Kakinada","View        registration details for NETITEERPU DAILYVAARTHA (APTEL/26/A1763)"
"2232","NETITHARAM SUPRABAATHAM","APTEL/26/A4029","21-05-2026","Telugu","Weekly","ANAKAPALLI LAKSHMI NARASIMHA NAIDU","ANAKAPALLI LAKSHMI NARASIMHA NAIDU","Andhra Pradesh","Anakapalle","View        registration details for NETITHARAM SUPRABAATHAM (APTEL/26/A4029)"
"2233","NETIVAARTHA","APTEL/2010/32409","24-05-2010","Telugu","Daily","D.V.R. ANJANEYULU","DVR ANJANEYULU","Andhra Pradesh","Adilabad","View        registration details for NETIVAARTHA (APTEL/2010/32409)"
"2234","NETIVAARTHA","APTEL/2011/38748","02-09-2011","Telugu","Daily","D.V.R. ANJANEYULU","DVR ANJANEYULU","Andhra Pradesh","Nizamabad","View        registration details for NETIVAARTHA (APTEL/2011/38748)"
"2235","netiyuvataram","APTEL/26/A3655","13-05-2026","Telugu","Daily (Monday To Saturday)","surapureddy srirama murthy","surapureddy srirama murthy","Andhra Pradesh","East Godavari","View        registration details for netiyuvataram (APTEL/26/A3655)"
"2236","NETRA NEWS","APTEL/2017/72011","01-06-2017","Telugu","Monthly","POLAKI RAVI KUMARU","POLAKI RAVI KUMARU","Andhra Pradesh","Visakhapatnam","View        registration details for NETRA NEWS (APTEL/2017/72011)"
"2237","NETRAM","APTEL/2010/33975","12-10-2010","Telugu","Monthly","I. SATYANARANAYA","I. SATYANARANAYA","Andhra Pradesh","Rangareddy","View        registration details for NETRAM (APTEL/2010/33975)"
"2238","NEW CREATION TRUST","APTAM/2015/65883","01-02-2016","Tamil","Monthly","S. CHANDRASHEKAR","NEW CREATION TRUST","Andhra Pradesh","Chittoor","View        registration details for NEW CREATION TRUST (APTAM/2015/65883)"
"2239","NEW GENERATION","APTEL/25/A3010","07-10-2025","Telugu","Daily","MUNUKOLA SIVAPRASAD","MUNUKOLA SIVAPRASAD","Andhra Pradesh","West Godavari","View        registration details for NEW GENERATION (APTEL/25/A3010)"
"2240","NEW MAMATHA TIMES","APTEL/2015/64882","19-11-2015","Telugu","Monthly","M. BALA VENKATAIAH","M BALAVENKATAIAH","Andhra Pradesh","Anantapur","View        registration details for NEW MAMATHA TIMES (APTEL/2015/64882)"
"2241","NEW POINT BLANK","APTEL/2012/41808","25-04-2012","Telugu","Monthly","K.LAXMI PRASANNA KUMAR","K.LAXMI PRASANNA KUMAR","Andhra Pradesh","Khammam","View        registration details for NEW POINT BLANK (APTEL/2012/41808)"
"2242","NEWS 2020","APTEL/2013/50368","18-06-2013","Telugu","Daily","KOVVI REDDY SRINIVASA RAO","KOVVIREDDY SRINIVASA RAO","Andhra Pradesh","Visakhapatnam","View        registration details for NEWS 2020 (APTEL/2013/50368)"
"2243","NEWS 4 U","APTEL/2012/45694","10-10-2012","Telugu","Monthly","M.KAMAL KUMAR","M.KAMAL KUMAR","Andhra Pradesh","Visakhapatnam","View        registration details for NEWS 4 U (APTEL/2012/45694)"
"2244","NEWS 99","APTEL/2016/68912","07-10-2016","Telugu","Daily","DONDA RAMESH","DONDA RAMESH","Andhra Pradesh","Visakhapatnam","View        registration details for NEWS 99 (APTEL/2016/68912)"
"2245","NEWS 99","APTEL/2015/64620","07-11-2015","Telugu","Fortnightly","DONDA RAMESH","DONDA RAMESH","Andhra Pradesh","Visakhapatnam","View        registration details for NEWS 99 (APTEL/2015/64620)"
"2246","NEWS ALERT","APENG/2023/89201","14-10-2024","ENGLISH","Daily","YADATI VIVEKANANDA REDDY YADAV","YADATI VIVEKANANDA REDDY YADAV","Andhra Pradesh","","View        registration details for NEWS ALERT (APENG/2023/89201)"
"2247","NEWS BOOK","APTEL/2002/07030","20-02-2002","Telugu","Fortnightly","G VIJAYA KUMAR","G. VIJAYA KUMAR","Andhra Pradesh","Andhra Pradesh","View        registration details for NEWS BOOK (APTEL/2002/07030)"
"2248","NEWS BOOM","APENG/2004/14573","02-12-2004","English","Daily","D.S.N.MURTHY","D.S.N.MURTHY","Andhra Pradesh","Krishna","View        registration details for NEWS BOOM (APENG/2004/14573)"
"2249","NEWS BOOM","APENG/2011/38753","02-09-2011","English","Daily","D.S.N. MURTHY","D.S.N.MURTHY","Andhra Pradesh","Visakhapatnam","View        registration details for NEWS BOOM (APENG/2011/38753)"
"2250","NEWS BULLET","APTEL/2012/47260","02-01-2013","Telugu","Monthly","K. RAMESH KUMAR","K. RAMESH KUMAR","Andhra Pradesh","Kurnool","View        registration details for NEWS BULLET (APTEL/2012/47260)"
"2251","NEWS CAPITAL","APTEL/2007/22220","14-12-2007","Telugu","Weekly","CH. TRINADHA RAO","CH. TRINADHA RAO","Andhra Pradesh","Vizianagaram","View        registration details for NEWS CAPITAL (APTEL/2007/22220)"
"2252","NEWS CHARISHMA","APTEL/2017/74377","11-01-2018","Telugu","Monthly","RAMISETTI UMADEVI","RAMISETTI UMADEVI","Andhra Pradesh","Visakhapatnam","View        registration details for NEWS CHARISHMA (APTEL/2017/74377)"
"2253","NEWS ENTRANCE","APTEL/26/A4071","21-05-2026","Telugu","Fortnightly","BANDARU SIVA KUMARI","BANDARU SIVA KUMARI","Andhra Pradesh","Eluru","View        registration details for NEWS ENTRANCE (APTEL/26/A4071)"
"2254","NEWS EXPRESS","APTEL/2002/08822","05-11-2002","Telugu","Daily","BHASURU SAi","BHASURU SAi","Andhra Pradesh","Srikakulam","View        registration details for NEWS EXPRESS (APTEL/2002/08822)"
"2255","NEWS FIRE","APTEL/2009/29250","13-10-2009","Telugu","Monthly","K. KALYANA CHAKRAVARTHI","K. KALYANA CHAKRAVARTHI","Andhra Pradesh","Visakhapatnam","View        registration details for NEWS FIRE (APTEL/2009/29250)"
"2256","NEWS FOCUS RAJAHMUNDRY","APTEL/2008/23752","23-04-2008","Telugu","Weekly","GAJA RAO VENKATESWARA RAO","GAJA RAO VENKATESWARA RAO","Andhra Pradesh","East Godavari","View        registration details for NEWS FOCUS RAJAHMUNDRY (APTEL/2008/23752)"
"2257","NEWS FOR US","APTEL/2012/45148","10-09-2012","Telugu","Fortnightly","B.M.SIVA PRASAD","B.M.SIVA PRASAD","Andhra Pradesh","Visakhapatnam","View        registration details for NEWS FOR US (APTEL/2012/45148)"
"2258","NEWS GOLKONDA","APTEL/2014/54600","11-02-2014","Telugu","Daily","D. ANJANI","D. ANJANI","Andhra Pradesh","Karimnagar","View        registration details for NEWS GOLKONDA (APTEL/2014/54600)"
"2259","NEWS GOLKONDA","APTEL/2014/54547","07-02-2014","Telugu","Daily","D. ANJANI","D. ANJANI","Andhra Pradesh","Adilabad","View        registration details for NEWS GOLKONDA (APTEL/2014/54547)"
"2260","NEWS HOUSE","APTEL/2022/82133","02-09-2022","Telugu","Daily","SAGILI NARENDRANATH REDDY","SAGILI NARENDRANATH REDDY","Andhra Pradesh","Anantapur","View        registration details for NEWS HOUSE (APTEL/2022/82133)"
"2261","NEWS INBOX","APTEL/25/A4439","28-11-2025","Telugu","Monthly","VILLURI RAMACHANDRA RAO","VILLURI RAMACHANDRA RAO","Andhra Pradesh","Visakhapatnam","View        registration details for NEWS INBOX  (APTEL/25/A4439)"
"2262","NEWS INJECT","APENG/2017/72316","19-06-2017","English","Monthly","SAHUKARU LEELA","SAHUKARU LEELA","Andhra Pradesh","Srikakulam","View        registration details for NEWS INJECT (APENG/2017/72316)"
"2263","NEWS LEADER","APTEL/2014/61695","01-05-2015","Telugu","Daily","K. P. SEETARAMA SWAMY KOLLA","K. P. SEETARAMA SWAMY KOLLA","Andhra Pradesh","Vizianagaram","View        registration details for NEWS LEADER (APTEL/2014/61695)"
"2264","NEWS MAIL","APENG/2011/39154","05-10-2011","English","Daily","LANKA TRILOK KUMAR","LANKA TRILOK KUMAR","Andhra Pradesh","Visakhapatnam","View        registration details for NEWS MAIL (APENG/2011/39154)"
"2265","NEWS MISSION","APTEL/2021/82150","05-09-2022","Telugu","Weekly","RUNKANA SRINUBABU","RUNKANA SRINUBABU","Andhra Pradesh","Visakhapatnam","View        registration details for NEWS MISSION (APTEL/2021/82150)"
"2266","NEWS NEDU","APTEL/25/A0055","21-03-2025","Telugu","Daily","mitikela urukundu","mitikela urukundu","Andhra Pradesh","Kurnool","View        registration details for NEWS NEDU (APTEL/25/A0055)"
"2267","NEWS NESTHAM","APTEL/2011/39912","08-12-2011","Telugu","Daily","VANAM VIJAYALAXMI","V. VIJAYALAXMI","Andhra Pradesh","Medak","View        registration details for NEWS NESTHAM (APTEL/2011/39912)"
"2268","NEWS NIGHA NETRAM","APTEL/25/A3421","24-10-2025","Telugu","Monthly","PAKKI RAMESH","PAKKI RAMESH","Andhra Pradesh","Visakhapatnam","View        registration details for NEWS NIGHA NETRAM  (APTEL/25/A3421)"
"2269","NEWS ONE","APTEL/2011/39524","09-11-2011","Telugu","Daily","PALLANTI SRIHARI","PALLANTI SRIHARI","Andhra Pradesh","Visakhapatnam","View        registration details for NEWS ONE (APTEL/2011/39524)"
"2270","NEWS POLE","APENG/2013/54500","05-02-2014","English","Fortnightly","SATYANARAYANA MAJJI","SATYANARAYANA MAJJI","Andhra Pradesh","Visakhapatnam","View        registration details for NEWS POLE (APENG/2013/54500)"
"2271","NEWS POLE","APTEL/2012/47477","14-01-2013","Telugu","Monthly","SATYANARAYNA MAJJI","SATYANARAYNA MAJJI","Andhra Pradesh","Visakhapatnam","View        registration details for NEWS POLE (APTEL/2012/47477)"
"2272","NEWS PORTAL","APENG/2013/50006","28-05-2013","English","Daily","SHAIK ABDUL KHADAR","SHAIK ABDUL KHADAR","Andhra Pradesh","Kurnool","View        registration details for NEWS PORTAL (APENG/2013/50006)"
"2273","NEWS POWER","APTEL/2011/40177","26-12-2011","Telugu","Monthly","GUMMADAM SWAMY","GUMMADAM SWAMY","Andhra Pradesh","Rangareddy","View        registration details for NEWS POWER (APTEL/2011/40177)"
"2274","NEWS READER","APTEL/2013/56527","13-08-2014","Telugu","Daily","Y.SURESH BABU","Y.SURESH BABU","Andhra Pradesh","Krishna","View        registration details for NEWS READER (APTEL/2013/56527)"
"2275","NEWS READER","APTEL/2014/57722","14-10-2014","Telugu","Daily","Y.SURESH BABU","Y.SURESH BABU","Andhra Pradesh","Chittoor","View        registration details for NEWS READER (APTEL/2014/57722)"
"2276","NEWS REPORTER","APTEL/2012/45104","06-09-2012","Telugu","Monthly","KOMMURU JAGADISH CHANDRA BOSE","KOMMURU JAGADISH CHANDRA BOSE","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for NEWS REPORTER (APTEL/2012/45104)"
"2277","NEWS REVIEW","APTEL/2010/35606","04-02-2011","Telugu","Weekly","DAGGOLU SURESH","DAGGOLU SURESH","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for NEWS REVIEW (APTEL/2010/35606)"
"2278","NEWS RIGHT","APTEL/2022/83498","06-03-2023","Telugu","Daily","KURELLA KISHORE","KURELLA KISHORE","Andhra Pradesh","Krishna","View        registration details for NEWS RIGHT (APTEL/2022/83498)"
"2279","NEWS TRACK","APTEL/2012/47263","02-01-2013","Telugu","Weekly","DASARI SIVA SANKAR RAO","DASARI SIVA SANKAR RAO","Andhra Pradesh","Visakhapatnam","View        registration details for NEWS TRACK (APTEL/2012/47263)"
"2280","NEWS TREND","APTEL/2015/66311","03-03-2016","Telugu","Monthly","LANKADA MAHESHWARA RAO","LANKADA MAHESHWARA RAO","Andhra Pradesh","Visakhapatnam","View        registration details for NEWS TREND (APTEL/2015/66311)"
"2281","NEWS VEDIKA","APTEL/2020/79785","01-04-2021","Telugu","Daily","ARAPALLI RADHARANI","ARAPALLI RADHARANI","Andhra Pradesh","Visakhapatnam","View        registration details for NEWS VEDIKA (APTEL/2020/79785)"
"2282","NEWS VIEW","APTEL/2003/10709","24-07-2003","Telugu","Monthly","P. RAFI KHAN","P. RAFI KHAN","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for NEWS VIEW (APTEL/2003/10709)"
"2283","NEWS VISION PAKSHAPATHRIKA","APTEL/2010/34488","23-11-2010","Telugu","Fortnightly","MODIBOINA GOPINATH","MODIBOINA GOPINATH","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for NEWS VISION PAKSHAPATHRIKA (APTEL/2010/34488)"
"2284","NEWS WAR","APTEL/2010/36742","13-04-2011","Telugu","Daily","NATAVA KRISHNA RAO","NATAVA KRISHNA RAO","Andhra Pradesh","Nalgonda","View        registration details for NEWS WAR (APTEL/2010/36742)"
"2285","NEWS WAR","APTEL/2010/32216","05-05-2010","Telugu","Monthly","NATAVA KRISHNA RAO","NATAVA KRISHNA RAO","Andhra Pradesh","Nalgonda","View        registration details for NEWS WAR (APTEL/2010/32216)"
"2286","NEWS WATCH","APTEL/2007/20144","14-06-2007","Telugu","Monthly","N. MADHAVI LATHA","N. MADHAVI LATHA","Andhra Pradesh","Guntur","View        registration details for NEWS WATCH (APTEL/2007/20144)"
"2287","NEWS WINNER","APBIL/2015/61568","24-04-2015","English, Telugu","Weekly","SHAIK KHALEEL","SHAIK KHALEEL","Andhra Pradesh","Guntur","View        registration details for NEWS WINNER (APBIL/2015/61568)"
"2288","NEWS-9","APTEL/2013/50107","31-05-2013","Telugu","Daily","PADAKANTI VENKATESHWARLU","PADAKANTI VENKATESHWARLU","Andhra Pradesh","Visakhapatnam","View        registration details for NEWS-9 (APTEL/2013/50107)"
"2289","newschampion","APTEL/26/A3084","05-05-2026","Telugu","Monthly","varanasi hari narayana murthy","varanasi hari narayana murthy","Andhra Pradesh","Guntur","View        registration details for newschampion  (APTEL/26/A3084)"
"2290","newschampion","APTEL/25/A0998","04-06-2025","Telugu","Weekly","varanasi hari narayana murthy","varanasi hari narayana murthy","Andhra Pradesh","Krishna","View        registration details for newschampion  (APTEL/25/A0998)"
"2291","NEWSMATE","APENG/2017/71489","28-04-2017","English","Daily","S.M. BASHA","SM BASHA","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for NEWSMATE (APENG/2017/71489)"
"2292","NEWSMATE","APTEL/2015/70677","06-03-2017","Telugu","Daily","S. M. BASHA","S. M. BASHA","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for NEWSMATE (APTEL/2015/70677)"
"2293","NEWSMATE","APTEL/2015/65548","08-01-2016","Telugu","Monthly","S.M BASHA","S M BASHA","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for NEWSMATE (APTEL/2015/65548)"
"2294","NEWSPAPER MANONETRA","APTEL/25/A4471","28-11-2025","Telugu","Daily","MANNE SRINIVASA RAO","MANNE SRINIVASA RAO","Andhra Pradesh","N T R","View        registration details for NEWSPAPER MANONETRA (APTEL/25/A4471)"
"2295","NEXT GENERATION TAARAK NEWS","APTEL/26/A2688","17-04-2026","Telugu","Daily","MOOLPURI PRABHAKAR","MOOLPURI PRABHAKAR","Andhra Pradesh","Nandyal","View        registration details for NEXT GENERATION TAARAK NEWS (APTEL/26/A2688)"
"2296","NICHENA METLU","APTEL/2012/45263","14-09-2012","Telugu","Fortnightly","CH. BALANAGAIAH","CH. BALANAGAIAH","Andhra Pradesh","Hyderabad","View        registration details for NICHENA METLU (APTEL/2012/45263)"
"2297","NIDA E PAYAMAT","APURD/2010/33339","19-08-2010","Urdu","Weekly","SYED ABDUL SAMAD","SYED ABDUL SAMAD","Andhra Pradesh","Hyderabad","View        registration details for NIDA E PAYAMAT (APURD/2010/33339)"
"2298","NIDA E SALIHAT KADAPA","APURD/2018/76793","25-01-2019","Urdu","Monthly","SHAIK ISHAQ ALI","SHAIK ISHAQ ALI","Andhra Pradesh","Y.S.R.","View        registration details for NIDA E SALIHAT KADAPA (APURD/2018/76793)"
"2299","NIDADAVOLE JYOTHI","APTEL/2015/67378","03-06-2016","Telugu","Weekly","SIRRA SARAMMA","SIRRA SAREMMA","Andhra Pradesh","West Godavari","View        registration details for NIDADAVOLE JYOTHI (APTEL/2015/67378)"
"2300","NIDADAVOLU YERRAMALLELU","APTEL/25/A4114","19-11-2025","Telugu","Weekly","KODI GOPI","KODI GOPI","Andhra Pradesh","West Godavari","View        registration details for NIDADAVOLU YERRAMALLELU (APTEL/25/A4114)"
"2301","NIGHA -9","APTEL/2007/19078","10-04-2007","Telugu","Daily","KALLA APPA RAO","KALLA APPARAO","Andhra Pradesh","Visakhapatnam","View        registration details for NIGHA -9 (APTEL/2007/19078)"
"2302","NIGHA AAJTAK","APHIN/2015/65351","28-12-2015","Hindi","Daily","SHAIK ZUBER","SHAIK ZUBER","Andhra Pradesh","Visakhapatnam","View        registration details for NIGHA AAJTAK (APHIN/2015/65351)"
"2303","NIGHA CHAITANYA","APTEL/2022/83175","19-01-2023","Telugu","Daily","NADIMINTI SANKAR","NADIMINTI SANKAR","Andhra Pradesh","Anantapur","View        registration details for NIGHA CHAITANYA (APTEL/2022/83175)"
"2304","NIGHA GLOBAL","APTEL/25/A4873","08-12-2025","Telugu","Monthly","Nellore Siva Reddy","Nellore Siva Reddy","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for NIGHA GLOBAL (APTEL/25/A4873)"
"2305","NIGHA NEWS","APTEL/2008/26499","10-12-2008","Telugu","Weekly","G. KARTHIK","G. KARTHIK","Andhra Pradesh","Visakhapatnam","View        registration details for NIGHA NEWS (APTEL/2008/26499)"
"2306","NIGHA NIJAM NIRANTARA PRAVAHAM","APTEL/2016/67678","27-06-2016","Telugu","Weekly","KAKUMANU VENKATA VENU","KAKUMANU VENKATA VENU","Andhra Pradesh","Visakhapatnam","View        registration details for NIGHA NIJAM NIRANTARA PRAVAHAM (APTEL/2016/67678)"
"2307","NIGHA RAJADHANI","APTEL/25/A0912","03-06-2025","Telugu","Monthly","KHOLA SREEDHAR","KHOLA SREEDHAR","Andhra Pradesh","Anantapur","View        registration details for NIGHA RAJADHANI (APTEL/25/A0912)"
"2308","NIGHA SURYA","APTEL/25/A1353","20-06-2025","Telugu","Daily","A SRINIVASA ACHARI","A SRINIVASA ACHARI","Andhra Pradesh","Vizianagaram","View        registration details for NIGHA SURYA (APTEL/25/A1353)"
"2309","NIGHA TODAY","APTEL/2009/30260","01-01-2010","Telugu","Daily","THATI PRABHAKAR","THATI PRABHAKAR","Andhra Pradesh","Visakhapatnam","View        registration details for NIGHA TODAY (APTEL/2009/30260)"
"2310","NIGHA VAARTHA","APTEL/2016/69631","09-12-2016","Telugu","Daily","N.M. PRASAD BABU","N.M.PRASAD BABU","Andhra Pradesh","East Godavari","View        registration details for NIGHA VAARTHA (APTEL/2016/69631)"
"2311","NIJA DAIVASHAKTHI","APTEL/2021/80676","15-11-2021","Telugu","Monthly","JALADI KRUPASAMUDRAM","JALADI KRUPASAMUDRAM","Andhra Pradesh","Srikakulam","View        registration details for NIJA DAIVASHAKTHI (APTEL/2021/80676)"
"2312","NIJA DRAKSHAVALLI","APTEL/2016/68966","17-10-2016","Telugu","Bimonthly (Once in two months)","KATCHA VENKATA RATNAM","KATCHA VENKATA RATNAM","Andhra Pradesh","East Godavari","View        registration details for NIJA DRAKSHAVALLI (APTEL/2016/68966)"
"2313","NIJA NIRUPANA","APTEL/2017/74107","08-12-2017","Telugu","Monthly","DASAMANTHULA RAMA RAO","DASAMANTHULA RAMARAO","Andhra Pradesh","Visakhapatnam","View        registration details for NIJA NIRUPANA (APTEL/2017/74107)"
"2314","NIJA SWAROOPAM","APTEL/26/A2728","17-04-2026","Telugu","Monthly","R SURYA KUMAR","R SURYA KUMAR","Andhra Pradesh","Andhra Pradesh","View        registration details for NIJA SWAROOPAM (APTEL/26/A2728)"
"2315","NIJA VARTHA","APTEL/2004/13997","16-09-2004","Telugu","Monthly","T.S.NAGARAJA","T.S.NAGARAJA","Andhra Pradesh","Chittoor","View        registration details for NIJA VARTHA (APTEL/2004/13997)"
"2316","NIJAM","APTEL/2001/07134","05-07-2002","Telugu","Daily","MAKEY DAVY PRASAD","MAKEY DAVY PRASAD","Andhra Pradesh","East Godavari","View        registration details for NIJAM (APTEL/2001/07134)"
"2317","NIJAM KOSAM","APTEL/2011/37411","20-05-2011","Telugu","Weekly","POTLURI KOTESWARA RAO","POTLURI KOTESWARA RAO","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for NIJAM KOSAM (APTEL/2011/37411)"
"2318","NIJAM MATLADE LEADER","APTEL/26/A0642","22-01-2026","Telugu","Weekly","KORUVADA CHINNARAO","KORUVADA CHINNARAO","Andhra Pradesh","Visakhapatnam","View        registration details for NIJAM MATLADE LEADER (APTEL/26/A0642)"
"2319","NIJAM THE POWER OF TRUTH","APTEL/2009/30381","11-01-2010","Telugu","Daily","B.S.S. PRASAD KUMAR","B.S.S.PRASAD KUMAR","Andhra Pradesh","Srikakulam","View        registration details for NIJAM THE POWER OF TRUTH (APTEL/2009/30381)"
"2320","NIJAYITHI","APTEL/2011/41442","03-04-2012","Telugu","Daily","VAMMI UMAMAHESWARARAO","VAMMI UMAMAHESWARA RAO","Andhra Pradesh","Srikakulam","View        registration details for NIJAYITHI (APTEL/2011/41442)"
"2321","NILOFER ROZNAMA","APBIL/2017/74545","31-01-2018","Telugu, Urdu","Daily","SHAIK ASUPATHRI MOHAMMAD ESHAQ","SHAIK ASUPATHRI MOHAMMAD ESHAQ","Andhra Pradesh","Kurnool","View        registration details for NILOFER ROZNAMA (APBIL/2017/74545)"
"2322","NILUVETTU NIJALAKU SRIKARAM","APTEL/2014/57694","13-10-2014","Telugu","Daily","JONNAVITTULA MAHESWARA SRINIVASA RAO","JONNAVITTULA MAHESWARA SRINIVASA RAO","Andhra Pradesh","Srikakulam","View        registration details for NILUVETTU NIJALAKU SRIKARAM (APTEL/2014/57694)"
"2323","NINE TO NINE NEWS","APTEL/2016/69519","01-12-2016","Telugu","Daily","SANKELLA KUMARI","SANKELLA KUMARI","Andhra Pradesh","West Godavari","View        registration details for NINE TO NINE NEWS (APTEL/2016/69519)"
"2324","NINGI NELA","TELMUL/2012/46941","10-12-2012","English, Telugu, Hindi","Weekly","KANUGULA RAJESHWAR RAO","SATYA HARISHCHANDRA FOUNDATION","Andhra Pradesh","Hyderabad","View        registration details for NINGI NELA (TELMUL/2012/46941)"
