"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District","Action"
"3226","SANCHALANA DINA PATRIKA JYOTHI","APTEL/26/A2829","28-04-2026","Telugu","Daily","NAMPALLY SRINIVAS","NAMPALLY SRINIVAS","Andhra Pradesh","Srikakulam","View        registration details for SANCHALANA DINA PATRIKA JYOTHI (APTEL/26/A2829)"
"3227","SANCHALANA DINA PATRIKA JYOTHI","APTEL/26/A1274","19-02-2026","Telugu","Daily","NAMPALLY SRINIVAS","NAMPALLY SRINIVAS","Andhra Pradesh","Krishna","View        registration details for SANCHALANA DINA PATRIKA JYOTHI (APTEL/26/A1274)"
"3228","SANCHALANA DINA PATRIKA JYOTHI","APTEL/2022/83060","11-01-2023","Telugu","Daily","NAMPALLY SRINIVAS","NAMPALLY SRINIVAS","Andhra Pradesh","Visakhapatnam","View        registration details for SANCHALANA DINA PATRIKA JYOTHI (APTEL/2022/83060)"
"3229","SANCHALANA DINA PATRIKA JYOTHI","APTEL/26/A0474","19-01-2026","Telugu","Daily","NAMPALLY SRINIVAS","NAMPALLY SRINIVAS","Andhra Pradesh","East Godavari","View        registration details for SANCHALANA DINA PATRIKA JYOTHI (APTEL/26/A0474)"
"3230","SANCHALANA DINA PATRIKA JYOTHI","APTEL/2023/90103","12-11-2024","TELUGU","Daily","NAMPALLY SRINIVAS","NAMPALLY SRINIVAS","Andhra Pradesh","Y.S.R.","View        registration details for SANCHALANA DINA PATRIKA JYOTHI (APTEL/2023/90103)"
"3231","SANCHALANA PATRIKA BHARAT EXPRESS","APTEL/2023/87970","19-07-2024","TELUGU","Daily","ARUN KUMAR GANDHAVARAPU","ARUN KUMAR GANDHAVARAPU","Andhra Pradesh","Vizianagaram","View        registration details for SANCHALANA PATRIKA BHARAT EXPRESS (APTEL/2023/87970)"
"3232","SANCHALANA SAYANKALA PATRIKA SATYAM","APTEL/2005/17967","20-11-2006","Telugu","Daily","N.V.S. PRASAD","N.V.S. PRASAD","Andhra Pradesh","Srikakulam","View        registration details for SANCHALANA SAYANKALA PATRIKA SATYAM (APTEL/2005/17967)"
"3233","SANCHALANA VAARTALA ADITHYA","APTEL/2008/23146","27-02-2008","Telugu","Daily","BURRA ADINARAYANA SASTRY","BURRA ADINARAYANA SASTRY","Andhra Pradesh","Srikakulam","View        registration details for SANCHALANA VAARTALA ADITHYA (APTEL/2008/23146)"
"3234","SANCHALANA VAARTHAA PATRIKA LEADER","APTEL/2003/10951","09-04-2003","Telugu","Daily","V.V. RAMANA MURTHY","V.V.RAMANA MURTHY","Andhra Pradesh","East Godavari","View        registration details for SANCHALANA VAARTHAA PATRIKA LEADER (APTEL/2003/10951)"
"3235","SANCHALANA VAARTHAA PATRIKA LEADER","72163","26-07-1999","Telugu","Daily","V. V. RAMANA MURTHY","V.V.RAMANA MURTHY","Andhra Pradesh","Visakhapatnam","View        registration details for SANCHALANA VAARTHAA PATRIKA LEADER (72163)"
"3236","SANCHALANA VAARTHAA PATRIKA LEADER","APTEL/2010/37270","13-05-2011","Telugu","Daily","V.V.RAMANA MURTHY","V.V.RAMANA MURTHY","Andhra Pradesh","Hyderabad","View        registration details for SANCHALANA VAARTHAA PATRIKA LEADER (APTEL/2010/37270)"
"3237","SANDESAM","3194","18-11-1953","Telugu","Monthly","G RADHAKRISHNA MURTI","ANDHRA STATE COMMUNIST PARTY","Andhra Pradesh","Krishna","View        registration details for SANDESAM (3194)"
"3238","SANDHADI","APTEL/2006/16429","03-02-2006","Telugu","Fortnightly","N.RAVINDRANATH","N.RAVINDRANATH","Andhra Pradesh","Chittoor","View        registration details for SANDHADI (APTEL/2006/16429)"
"3239","SANDHYAVANDANAM","APTEL/2017/75624","21-06-2018","Telugu","Monthly","B. SUDARSHAN SHARMA","B.SUDARSHAN SHARMA","Andhra Pradesh","Y.S.R.","View        registration details for SANDHYAVANDANAM (APTEL/2017/75624)"
"3240","SANDYA SAMAYAM","APTEL/2010/32893","07-07-2010","Telugu","Monthly","P. KAVITHA","P. KAVITHA","Andhra Pradesh","Kurnool","View        registration details for SANDYA SAMAYAM (APTEL/2010/32893)"
"3241","SANDYAVELA SAAYAMKALAM","APTEL/26/A0764","27-01-2026","Telugu","Daily","KOLA BRAMHAIAH","KOLA BRAMHAIAH","Andhra Pradesh","Sri Satya Sai","View        registration details for SANDYAVELA SAAYAMKALAM (APTEL/26/A0764)"
"3242","SANGHA SAMSKARANA","APTEL/2018/76042","10-09-2018","Telugu","Fortnightly","B.V. MURALI MANOHAR","B.V. MURALI MANOHAR","Andhra Pradesh","Visakhapatnam","View        registration details for SANGHA SAMSKARANA (APTEL/2018/76042)"
"3243","SANKARA VANI","APTEL/2006/20059","08-06-2007","Telugu","Monthly","SWAMI SWAROOPANANDENDRA SARASWATHI","SRI SARADA PEETHAM","Andhra Pradesh","Visakhapatnam","View        registration details for SANKARA VANI (APTEL/2006/20059)"
"3244","SANKSHEMA BHADYATHA","APTEL/2023/88074","25-07-2024","TELUGU","Monthly","R PRAKASH","R PRAKASH","Andhra Pradesh","","View        registration details for SANKSHEMA BHADYATHA (APTEL/2023/88074)"
"3245","SANKSHEMA JYOTHI","APTEL/2023/85622","02-11-2023","Telugu","Daily","SYED SHAFIULLA","SYED SHAFIULLA","Andhra Pradesh","Kurnool","View        registration details for SANKSHEMA JYOTHI (APTEL/2023/85622)"
"3246","SANKSHEMA JYOTHY","APTEL/2019/78890","07-08-2020","Telugu","Monthly","SYED SHAFIULLA","SYED SHAFIULLA","Andhra Pradesh","Kurnool","View        registration details for SANKSHEMA JYOTHY (APTEL/2019/78890)"
"3247","SANKSHEMA MANASIRCAR","APTEL/26/A3331","08-05-2026","Telugu","Daily","SHAIK MASTAN","AARAA DIGITAL NEWS NETWORKS","Andhra Pradesh","Guntur","View        registration details for SANKSHEMA MANASIRCAR (APTEL/26/A3331)"
"3248","SANKSHEMA SAKSHI","APTEL/2022/82637","01-11-2022","Telugu","Daily","KURUVA SRINUVASULU","KURUVA SRINUVASULU","Andhra Pradesh","Kurnool","View        registration details for SANKSHEMA SAKSHI (APTEL/2022/82637)"
"3249","SANSKRUT BHASA","APSAN/2011/40802","15-02-2012","Sanskrit","Fortnightly","SUDHIR KUMAR PATNAIK","SUDHIR KUMAR PATNAIK","Andhra Pradesh","Visakhapatnam","View        registration details for SANSKRUT BHASA (APSAN/2011/40802)"
"3250","SANSKRUTHI","APTEL/2012/40625","01-02-2012","Telugu","Weekly","N. KEERTHI","N. KEERTHI","Andhra Pradesh","Hyderabad","View        registration details for SANSKRUTHI (APTEL/2012/40625)"
"3251","SANSKRUTHI","APTEL/2012/43612","28-06-2012","Telugu","Daily","N. KEERTHI","N. KEERTHI","Andhra Pradesh","Hyderabad","View        registration details for SANSKRUTHI (APTEL/2012/43612)"
"3252","SANSKRUTHI","APTEL/2014/56121","04-07-2014","Telugu","Daily","N. KEERTHI","N. KEERTHI","Andhra Pradesh","Guntur","View        registration details for SANSKRUTHI (APTEL/2014/56121)"
"3253","SANTARPANA","APTEL/2010/35584","03-02-2011","Telugu","Monthly","CHILLAKUR RAMESH","CHILLAKUR RAMESH","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for SANTARPANA (APTEL/2010/35584)"
"3254","SANTI","3447","11-11-1959","Telugu","Monthly","V. JAGAPATHI RAMA RAO","SRI SHANTI ASHRAM","Andhra Pradesh","East Godavari","View        registration details for SANTI (3447)"
"3255","Santosh Prabhavam","APTEL/26/A2385","10-04-2026","Telugu","Daily","MADIGA SALU RANGADU","MADIGA SALU RANGADU","Andhra Pradesh","Kurnool","View        registration details for Santosh Prabhavam (APTEL/26/A2385)"
"3256","SAPADHAM","APTEL/2014/59548","12-01-2015","Telugu","Daily","KETHAVATHU SRINIVASA NAIK","KETHAVATHU SRINIVASA NAIK","Andhra Pradesh","Guntur","View        registration details for SAPADHAM (APTEL/2014/59548)"
"3257","SAPTHAGIRI","10742","16-06-1965","Hindi","Monthly","PROF. K. RAJAGOPALAN","TIRUMALA TIRUPATI DEVASTHANAMS","Andhra Pradesh","Andhra Pradesh","View        registration details for SAPTHAGIRI (10742)"
"3258","SAPTHAGIRI","21137","14-09-1972","English","Monthly","PROF. K. RAJAGOPALAN","TIRUMALA TIRUPATI DEVASTHANAMS","Andhra Pradesh","Andhra Pradesh","View        registration details for SAPTHAGIRI (21137)"
"3259","SAPTHAGIRI","21138","14-09-1972","Sanskrit","Monthly","PROF. K. RAJAGOPALAN","TIRUMALA TIRUPATI DEVASTHANAMS","Andhra Pradesh","Andhra Pradesh","View        registration details for SAPTHAGIRI (21138)"
"3260","SAPTHAGIRI","21139","14-09-1972","Telugu","Monthly","PROF. K. RAJAGOPALAN","TIRUMALA TIRUPATI DEVASTHANAMS","Andhra Pradesh","Andhra Pradesh","View        registration details for SAPTHAGIRI (21139)"
"3261","SAPTHAGIRI","APKAN/2021/80589","28-10-2021","Kannada","Monthly","DR. K. RADHARAMANA","TIRUMALA TIRUPATI DEVASTHANAMS","Andhra Pradesh","Chittoor","View        registration details for SAPTHAGIRI (APKAN/2021/80589)"
"3262","SAPTHAGIRI","APTAM/2021/80590","28-10-2021","Tamil","Monthly","DR. K. RADHARAMANA","TIRUMALA TIRUPATI DEVASTHANAMS","Andhra Pradesh","Chittoor","View        registration details for SAPTHAGIRI (APTAM/2021/80590)"
"3263","SARANYA AADHYATMIKA PATRIKA","72164","08-09-1997","Telugu","Monthly","N.V. SALANARAYANA RAJU","SREEMAT UPANISHATSIDDHANTA ACHARYA PEETHAM","Andhra Pradesh","East Godavari","View        registration details for SARANYA AADHYATMIKA PATRIKA (72164)"
"3264","SARAS GEMINI VOICE","APTEL/25/A2078","04-08-2025","Telugu","Monthly","SUNKASURI SARAH JYOTHI","SUNKASURI SARAH JYOTHI","Andhra Pradesh","Visakhapatnam","View        registration details for SARAS GEMINI VOICE (APTEL/25/A2078)"
"3265","SARIKOTHA SAMACHARAM","APTEL/2013/54512","05-02-2014","Telugu","Weekly","B.V. RAGHAVA RAO","B.V. RAGHAVA RAO","Andhra Pradesh","East Godavari","View        registration details for SARIKOTHA SAMACHARAM (APTEL/2013/54512)"
"3266","SARIKOTTA UDAYAM","APTEL/2011/40833","17-02-2012","Telugu","Monthly","M. VENKATA REDDY","M. VENKATA REDDY","Andhra Pradesh","Anantapur","View        registration details for SARIKOTTA UDAYAM (APTEL/2011/40833)"
"3267","SARPANCH PALANA","APTEL/2013/53242","26-11-2013","Telugu","Fortnightly","T. RUPASUNDARA REDDY","T. RUPASUNDARA REDDY","Andhra Pradesh","Chittoor","View        registration details for SARPANCH PALANA (APTEL/2013/53242)"
"3268","SARVA DHARSHINI","APTEL/2016/67679","27-06-2016","Telugu","Monthly","GUNTI RAVIKANTH SHARMA","GUNTI RAVI KANTH SHARMA","Andhra Pradesh","Anantapur","View        registration details for SARVA DHARSHINI (APTEL/2016/67679)"
"3269","SARVODAYA","3188","04-11-1952","Telugu","Monthly","B GOVIND REDDY","B GOVINDA REDDY","Andhra Pradesh","West Godavari","View        registration details for SARVODAYA (3188)"
"3270","Sarwa Svatantra Mahaanagar","APTEL/25/A3495","27-10-2025","Telugu","Daily","Muppirisetty Jagadeesh","Muppirisetty Jagadeesh","Andhra Pradesh","Krishna","View        registration details for Sarwa Svatantra Mahaanagar (APTEL/25/A3495)"
"3271","SASYA SYAMALAM","APTEL/2016/71153","10-04-2017","Telugu","Fortnightly","TIRUMALASETTI LAKSHMI KIRAN","TIRUMALASETTI LAKSHMI KIRAN","Andhra Pradesh","Guntur","View        registration details for SASYA SYAMALAM (APTEL/2016/71153)"
"3272","SATAGHNI SIGNATURE","APTEL/25/A3101","08-10-2025","Telugu","Daily","Veerisetty Srinivasulu","Veerisetty Srinivasulu","Andhra Pradesh","Prakasam","View        registration details for SATAGHNI SIGNATURE  (APTEL/25/A3101)"
"3273","SATHYA ASTHRAM","APTEL/2011/36693","07-04-2011","Telugu","Fortnightly","K.NAGENDRA KUMAR","K.NAGENDRA KUMAR","Andhra Pradesh","Anantapur","View        registration details for SATHYA ASTHRAM (APTEL/2011/36693)"
"3274","SATHYA VANI","APTEL/2016/67292","01-06-2016","Telugu","Monthly","M. VENKATARAMUDU","M VENKATARAMUDU","Andhra Pradesh","Anantapur","View        registration details for SATHYA VANI (APTEL/2016/67292)"
"3275","SATTENAPALLI NEWS","APTEL/2006/16523","17-03-2006","Telugu","Weekly","SHAIK ABDUL GOUSE ALI","SHAIK ABDUL GOUSE ALI","Andhra Pradesh","Guntur","View        registration details for SATTENAPALLI NEWS (APTEL/2006/16523)"
"3276","SATWI","APTEL/2006/18227","03-01-2007","Telugu","Daily","DONDA SARADA","DONDA SARADA","Andhra Pradesh","Visakhapatnam","View        registration details for SATWI (APTEL/2006/18227)"
"3277","SATYA FOR THE PEOPLE","APTEL/2012/45869","18-10-2012","Telugu","Monthly","PANCHADI APPARAO","PANCHANDI APPA RAO","Andhra Pradesh","Vizianagaram","View        registration details for SATYA FOR THE PEOPLE (APTEL/2012/45869)"
"3278","SATYA GODAVARI","APTEL/26/A2171","02-04-2026","Telugu","Daily","TADI MANIKANTA","TADI MANIKANTA","Andhra Pradesh","West Godavari","View        registration details for SATYA GODAVARI (APTEL/26/A2171)"
"3279","SATYA PEETHAM","APTEL/2011/36813","18-04-2011","Telugu","Fortnightly","RONANKI GOPALA RAO","RONANKI GOPALA RAO","Andhra Pradesh","Visakhapatnam","View        registration details for SATYA PEETHAM (APTEL/2011/36813)"
"3280","SATYA PRABHA","APTEL/2017/74115","11-12-2017","Telugu","Daily","P. RAGHAVENDRA RAO","PERUMALU RAGHAVENDRA RAO","Andhra Pradesh","Kurnool","View        registration details for SATYA PRABHA (APTEL/2017/74115)"
"3281","SATYA PRABHA","APTEL/25/A0909","03-06-2025","Telugu","Monthly","PHERUMALU RAAGHAVENDHRA","PHERUMALU RAAGHAVENDHRA","Andhra Pradesh","Kurnool","View        registration details for SATYA PRABHA (APTEL/25/A0909)"
"3282","SATYA SANCHAR","APHIN/2017/71936","22-05-2017","Hindi","Monthly","DEVAPUJALA RAJKUMAR DEORA","DEVAPUJALA RAJ KUMAR DEORA","Andhra Pradesh","Visakhapatnam","View        registration details for SATYA SANCHAR (APHIN/2017/71936)"
"3283","SATYA SANKHAM","APTEL/2019/78082","15-10-2019","Telugu","Monthly","A. RAMU","A RAMU","Andhra Pradesh","Kurnool","View        registration details for SATYA SANKHAM (APTEL/2019/78082)"
"3284","SATYA SHODAK VOICE","APTEL/2012/46855","06-12-2012","Telugu","Monthly","TUNGANI SESHAPANI","TUNGANI SESHAPANI","Andhra Pradesh","Kurnool","View        registration details for SATYA SHODAK VOICE (APTEL/2012/46855)"
"3285","SATYA SODHANA","APTEL/2009/29090","30-09-2009","Telugu","Monthly","N.K. SUBRAHMANYA BAPU RAO","NITTALA KAMESWARA SUBRAHMANYA BAPU RAO","Andhra Pradesh","Visakhapatnam","View        registration details for SATYA SODHANA (APTEL/2009/29090)"
"3286","SATYA SWARAM NEWS MONTHLY","APTEL/26/A3539","12-05-2026","Telugu","Monthly","GOSALA PRASAD","GOSALA PRASAD","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for SATYA SWARAM NEWS MONTHLY (APTEL/26/A3539)"
"3287","SATYA THE TRUTH","APTEL/2014/54656","14-02-2014","Telugu","Monthly","GOLI VIJAYA KUMAR","GOLI VIJAYA KUMAR","Andhra Pradesh","Nalgonda","View        registration details for SATYA THE TRUTH (APTEL/2014/54656)"
"3288","SATYA THE TRUTH","APTEL/2013/53120","14-11-2013","Telugu","Daily","GOLI VIJAY KUMAR","GOLI VIJAYA KUMAR","Andhra Pradesh","Krishna","View        registration details for SATYA THE TRUTH (APTEL/2013/53120)"
"3289","SATYA THE TRUTH","APTEL/2004/14346","03-10-2004","Telugu","Daily","GOLI VIJAYA KUMAR","GOLI VIJAYA KUMAR","Andhra Pradesh","Nalgonda","View        registration details for SATYA THE TRUTH (APTEL/2004/14346)"
"3290","SATYA THE TRUTH","APTEL/2009/29652","19-11-2009","Telugu","Daily","GOLI VIJAY KUMAR","GOLI VIJAYA KUMAR","Andhra Pradesh","Rangareddy","View        registration details for SATYA THE TRUTH (APTEL/2009/29652)"
"3291","SATYA THE TRUTH","APTEL/2009/31801","01-04-2010","Telugu","Daily","GOLI VIJAY  KUMAR","GOLI VIJAYA KUMAR","Andhra Pradesh","Khammam","View        registration details for SATYA THE TRUTH (APTEL/2009/31801)"
"3292","SATYA VARTHA","APTEL/2008/25441","28-08-2008","Telugu","Daily","TATIKONDA KRISHNA","TATIKONDA KRISHNA","Andhra Pradesh","Mahbubnagar","View        registration details for SATYA VARTHA (APTEL/2008/25441)"
"3293","SATYA VISION","APTEL/2013/50021","29-05-2013","Telugu","Daily","AVANAPU SATYANARAYANA","AVANAPU SATYANARAYANA","Andhra Pradesh","Vizianagaram","View        registration details for SATYA VISION (APTEL/2013/50021)"
"3294","SATYADARSANAM","APTEL/2017/73021","18-08-2017","Telugu","Monthly","KASTURI VENKATA RAMANA","KASTURI VENKATA RAMANA","Andhra Pradesh","Guntur","View        registration details for SATYADARSANAM (APTEL/2017/73021)"
"3295","SATYAGRAHAM","APTEL/2022/85434","31-10-2023","Telugu","Daily","POTHURI SRINIVASA RAO","NARAYANAMMA RAYAPATI","Andhra Pradesh","Kakinada","View        registration details for SATYAGRAHAM (APTEL/2022/85434)"
"3296","SATYAGRAHAM","APTEL/2012/47045","14-12-2012","Telugu","Daily","POTHURI SRINIVASA RAO","NARAYANAMMA. RAYAPATI","Andhra Pradesh","Guntur","View        registration details for SATYAGRAHAM (APTEL/2012/47045)"
"3297","SATYAGRAHAM","APTEL/25/A3689","03-11-2025","Telugu","Daily","pothuri srinivasa rao","narayanamma rayapati","Andhra Pradesh","Chittoor","View        registration details for SATYAGRAHAM (APTEL/25/A3689)"
"3298","SATYAGRAHAM","APTEL/2010/32084","26-04-2010","Telugu","Monthly","NARAYANAMMA RAYAPATI","NARAYANAMMA. RAYAPATI","Andhra Pradesh","Guntur","View        registration details for SATYAGRAHAM  (APTEL/2010/32084)"
"3299","SATYAMVAARTHA TELUGUDAILY","APTEL/25/A5164","16-12-2025","Telugu","Daily","TAKURI SATYANARAYANA SINGH","TAKURI SATYANARAYANA SINGH","Andhra Pradesh","Nandyal","View        registration details for SATYAMVAARTHA TELUGUDAILY (APTEL/25/A5164)"
"3300","satyandhra","APTEL/25/A2108","07-08-2025","Telugu","Monthly","SETTI SIVA SATYANARAYANA","SETTI SIVA SATYANARAYANA","Andhra Pradesh","Visakhapatnam","View        registration details for satyandhra (APTEL/25/A2108)"
"3301","SATYANVESHANA","APTEL/2010/36781","15-04-2011","Telugu","Monthly","ISAAC RAMU","NAGUR ISAAC RAMU","Andhra Pradesh","Nalgonda","View        registration details for SATYANVESHANA (APTEL/2010/36781)"
"3302","SATYAPATHAM","APTEL/2012/41213","19-03-2012","Telugu","Monthly","GOTTIPATI SATYAVANI","GOTTIPATI SATYAVANI","Andhra Pradesh","Hyderabad","View        registration details for SATYAPATHAM (APTEL/2012/41213)"
"3303","SATYAVAANI","APTEL/2010/52230","24-09-2013","Telugu","Monthly","G.V. NAGABHUSHANARAO","G.V. NAGABHUSHANARAO","Andhra Pradesh","Srikakulam","View        registration details for SATYAVAANI (APTEL/2010/52230)"
"3304","SCOUT NEWS","APBIL/2008/26394","28-11-2008","English, Telugu","Monthly","SYED MOHAMMED RAFI","SYED MOHAMMED RAFI","Andhra Pradesh","Guntur","View        registration details for SCOUT NEWS (APBIL/2008/26394)"
"3305","SEE THINGS AS IT IS TRAVEL MIRROR","APENG/2010/33281","12-08-2010","English","Quarterly","M. ASHOK","M. ASHOK","Andhra Pradesh","Rangareddy","View        registration details for SEE THINGS AS IT IS TRAVEL MIRROR (APENG/2010/33281)"
"3306","SEEMA GALAM","APTEL/2011/36671","07-04-2011","Telugu","Daily","K. SIVA PRAKASH","K. SIVA PRAKASH","Andhra Pradesh","Anantapur","View        registration details for SEEMA GALAM (APTEL/2011/36671)"
"3307","SEEMA GARJANA","APTEL/2014/59373","31-12-2014","Telugu","Daily","K. SATYANARAYANA GUPTA","K. SATYANARAYANA GUPTA","Andhra Pradesh","Kurnool","View        registration details for SEEMA GARJANA (APTEL/2014/59373)"
"3308","SEEMA HEADLINES","APTEL/2015/64561","05-11-2015","Telugu","Monthly","A. RAJU","A.RAJU","Andhra Pradesh","Anantapur","View        registration details for SEEMA HEADLINES (APTEL/2015/64561)"
"3309","SEEMA KIRANAM","APTEL/26/A1383","25-02-2026","Telugu","Daily","SHAIK NAZEER AHMED BASHA","SHAIK NAZEER AHMED BASHA","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for SEEMA KIRANAM (APTEL/26/A1383)"
"3310","SEEMA KIRANAM","APTEL/2018/76380","12-11-2018","Telugu","Daily","SHAIK NAZEER AHMED BASHA","SHAIK NAZEER AHMED BASHA","Andhra Pradesh","Kurnool","View        registration details for SEEMA KIRANAM (APTEL/2018/76380)"
"3311","SEEMA NEWS","APTEL/2017/71530","01-05-2017","Telugu","Daily","K. VIJAYA KUMARI","K. VIJAYA KUMARI","Andhra Pradesh","Kurnool","View        registration details for SEEMA NEWS (APTEL/2017/71530)"
"3312","SEEMA PILUSTHONDI","APTEL/2015/65097","03-12-2015","Telugu","Monthly","G. HANUMANTHA REDDY","G.HANUMANTHA REDDY","Andhra Pradesh","Anantapur","View        registration details for SEEMA PILUSTHONDI (APTEL/2015/65097)"
"3313","SEEMA PRABHA","APTEL/2005/15838","24-10-2005","Telugu","Fortnightly","MALISETTY SUBBARAYUDU","MALISETTY SUBBARAYUDU","Andhra Pradesh","Andhra Pradesh","View        registration details for SEEMA PRABHA (APTEL/2005/15838)"
"3314","SEEMA SANGATULU","APTEL/2016/74682","13-02-2018","Telugu","Monthly","YERRIDDI PRASAD REDDY","YERRIDDI PRASAD REDDY","Andhra Pradesh","Andhra Pradesh","View        registration details for SEEMA SANGATULU (APTEL/2016/74682)"
"3315","SEEMA SIMHAM","APTEL/2017/71531","01-05-2017","Telugu","Daily","M. CHANDRA SEKHAR","M. CHANDRA SEKHAR","Andhra Pradesh","Kurnool","View        registration details for SEEMA SIMHAM (APTEL/2017/71531)"
"3316","SEEMA SRAVANTHI","APTEL/2012/46616","23-11-2012","Telugu","Monthly","KAVALI ASHOK KUMAR","KAVALI ASHOK KUMAR","Andhra Pradesh","Anantapur","View        registration details for SEEMA SRAVANTHI (APTEL/2012/46616)"
"3317","SEEMA TIMES","APENG/2010/35314","13-01-2011","English","Daily","T.VIJAYA LAKSHIMI","G. VIJAYA LAKSHMI","Andhra Pradesh","Kurnool","View        registration details for SEEMA TIMES (APENG/2010/35314)"
"3318","SEEMA VANI","APTEL/2013/50003","28-05-2013","Telugu","Fortnightly","A. RAJENDRA PRASAD","A. RAJENDRA PRASAD","Andhra Pradesh","Kurnool","View        registration details for SEEMA VANI (APTEL/2013/50003)"
"3319","SEEMA VARTHA","APTEL/25/A2860","26-09-2025","Telugu","Daily","BEEREA ESWARAYYA","BEEREA ESWARAYYA","Andhra Pradesh","Ananthapur","View        registration details for SEEMA VARTHA (APTEL/25/A2860)"
"3320","SEEMA VARTHA","APTEL/26/A4116","22-05-2026","Telugu","Daily","BEEREA ESWARAYYA","BEEREA ESWARAYYA","Andhra Pradesh","Y.S.R.","View        registration details for SEEMA VARTHA (APTEL/26/A4116)"
"3321","SEEMA VARTHA","APTEL/2013/54348","30-01-2014","Telugu","Monthly","BEEREA ESWARAYYA","BEEREA EESWARAYYA","Andhra Pradesh","Anantapur","View        registration details for SEEMA VARTHA (APTEL/2013/54348)"
"3322","SEEMANDAHRA UDAYAM","APTEL/2016/70680","06-03-2017","Telugu","Daily","VELAGA ASHOK KUMAR","VELAGA ASHOK KUMAR","Andhra Pradesh","Visakhapatnam","View        registration details for SEEMANDAHRA UDAYAM (APTEL/2016/70680)"
"3323","SEEMANDHRA EMPLOYEES VOICE","APMUL/2017/76635","02-01-2019","English, Telugu, Hindi","Monthly","PALIVELA SRINIVASA RAO","EMPLOYEES FORUM","Andhra Pradesh","East Godavari","View        registration details for SEEMANDHRA EMPLOYEES VOICE (APMUL/2017/76635)"
"3324","SEEMANDHRA KERATAM","APTEL/2018/76020","07-09-2018","Telugu","Weekly","VALLURU RAVI SEKHAR","VALLURU RAVI SEKHAR","Andhra Pradesh","Krishna","View        registration details for SEEMANDHRA KERATAM (APTEL/2018/76020)"
"3325","SEEMANDHRA MIRROR","APTEL/2015/61033","31-03-2015","Telugu","Daily","CH. KRISHNANJANEYULU","CH. KRISHNANJANEYULU","Andhra Pradesh","Guntur","View        registration details for SEEMANDHRA MIRROR (APTEL/2015/61033)"
"3326","SEEMANDHRA NEWS","APTEL/2012/47643","23-01-2013","Telugu","Weekly","CHITTETI RAJENDRA PRASAD","CHITTETI RAJENDRA PRASAD","Andhra Pradesh","Guntur","View        registration details for SEEMANDHRA NEWS (APTEL/2012/47643)"
"3327","SEEMANDHRA VISION","APTEL/2015/64829","18-11-2015","Telugu","Daily","PEDADA HEMASUNDAR","PEDADA HEMASUNDAR","Andhra Pradesh","Srikakulam","View        registration details for SEEMANDHRA VISION (APTEL/2015/64829)"
"3328","SEEMANDRA SARADHI","APTEL/2014/59376","31-12-2014","Telugu","Daily","M. VENKATA SIVAIAH","M. VENKATA SIVAIAH","Andhra Pradesh","Kurnool","View        registration details for SEEMANDRA SARADHI (APTEL/2014/59376)"
"3329","SEEMASAVVADI","APTEL/2017/74813","19-02-2018","Telugu","Daily","M. MASTHAN","M MASTHAN","Andhra Pradesh","Kurnool","View        registration details for SEEMASAVVADI (APTEL/2017/74813)"
"3330","SENA","APTEL/2007/22031","30-11-2007","Telugu","Daily","ADDANKI VENKATA SRINIVASA RAO","ADDANKI VENKATA SRINIVASA RAO","Andhra Pradesh","Krishna","View        registration details for SENA (APTEL/2007/22031)"
"3331","SENAPATHI","APTEL/2011/39783","24-11-2011","Telugu","Monthly","K.S. GOVINDARAJULU","K.S. GOVINDA RAJULU","Andhra Pradesh","Chittoor","View        registration details for SENAPATHI (APTEL/2011/39783)"
"3332","SENSATIONAL CRIME","APTEL/2012/47372","07-01-2013","Telugu","Monthly","DODDAMANI BASAWARAJ","DODDAMANI BASAWARAJ","Andhra Pradesh","Hyderabad","View        registration details for SENSATIONAL CRIME (APTEL/2012/47372)"
"3333","SENSATIONAL CRIME","APKAN/2012/47371","07-01-2013","Kannada","Monthly","DODDAMANI BASAWARAJ","DODDAMANI BASAWARAJ","Andhra Pradesh","Hyderabad","View        registration details for SENSATIONAL CRIME (APKAN/2012/47371)"
"3334","SETTIBALIJA GOUDAVANI","45008","29-03-1989","Telugu","Fortnightly","SANABOONIA SUBHALAKSHMI","SANABOONIA SUBHALAKSHMI","Andhra Pradesh","East Godavari","View        registration details for SETTIBALIJA GOUDAVANI (45008)"
"3335","SEVA CHAKRA","APTEL/2017/71205","12-04-2017","Telugu","Monthly","MATTUPALLI SRINIVAS SARAN","MATTUPALLI SRINIVAS SARAN","Andhra Pradesh","Guntur","View        registration details for SEVA CHAKRA (APTEL/2017/71205)"
"3336","SEVASARASWATHI","APTEL/2009/37260","12-05-2011","Telugu","Monthly","SWAMY POORNANANDA SARASWATHI","SWAMY POORNANDA SARASWATHI","Andhra Pradesh","Visakhapatnam","View        registration details for SEVASARASWATHI (APTEL/2009/37260)"
"3337","SEVEN NEWS","APTEL/2009/30641","27-01-2010","Telugu","Monthly","N. V. JAGADEESH","N.V. JAGADEESH","Andhra Pradesh","Chittoor","View        registration details for SEVEN NEWS (APTEL/2009/30641)"
